Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit
,IFEMM6071CCS2ZFIT,39_6071 CAPRI BIND   ROYAL BLUE - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS2ZPLP,39_6071 CAPRI BIND   ROYAL BLUE - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS2ZPLS,39_6071 CAPRI BIND   ROYAL BLUE - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS2ZPPP,39_6071 CAPRI BIND   ROYAL BLUE - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS31FIT,25_6071 CAPRI BIND   RUST - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS31PLP,25_6071 CAPRI BIND   RUST - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS31PLS,25_6071 CAPRI BIND   RUST - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS31PPP,25_6071 CAPRI BIND   RUST - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS35FIT,40_6071 CAPRI BIND   NAVY - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS35PLP,40_6071 CAPRI BIND   NAVY - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS35PLS,40_6071 CAPRI BIND   NAVY - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS35PPP,40_6071 CAPRI BIND   NAVY - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS36FIT,130_6071 CAPRI BIND   SKY BLUE - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS36PLP,130_6071 CAPRI BIND   SKY BLUE - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS36PLS,130_6071 CAPRI BIND   SKY BLUE - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS36PPP,130_6071 CAPRI BIND   SKY BLUE - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS3IFIT,34_6071 CAPRI BIND   GREEN MOSS - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS3IPLP,34_6071 CAPRI BIND   GREEN MOSS - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS3IPLS,34_6071 CAPRI BIND   GREEN MOSS - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS3IPPP,34_6071 CAPRI BIND   GREEN MOSS - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS3JFIT,67_6071 CAPRI BIND   CHARCOAL GREY - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS3JPLP,67_6071 CAPRI BIND   CHARCOAL GREY - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS3JPLS,67_6071 CAPRI BIND   CHARCOAL GREY - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS3JPPP,67_6071 CAPRI BIND   CHARCOAL GREY - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS3KFIT,55_6071 CAPRI BIND   STONE GREY - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS3KPLP,55_6071 CAPRI BIND   STONE GREY - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS3KPLS,55_6071 CAPRI BIND   STONE GREY - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS3KPPP,55_6071 CAPRI BIND   STONE GREY - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS3MFIT,50_6071 CAPRI BIND   WINE - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS3MPLP,50_6071 CAPRI BIND   WINE - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS3MPLS,50_6071 CAPRI BIND   WINE - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS3MPPP,50_6071 CAPRI BIND   WINE - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS3OFIT,76_6071 CAPRI BIND   LILAC - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS3OPLP,76_6071 CAPRI BIND   LILAC - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS3OPLS,76_6071 CAPRI BIND   LILAC - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS3OPPP,76_6071 CAPRI BIND   LILAC - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS44FIT,03_6071 CAPRI BIND   SKIN - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS44PLP,03_6071 CAPRI BIND   SKIN - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS44PLS,03_6071 CAPRI BIND   SKIN - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS44PPP,03_6071 CAPRI BIND   SKIN - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS4CFIT,11_6071 CAPRI BIND   MAUVE - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS4CPLP,11_6071 CAPRI BIND   MAUVE - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS4CPLS,11_6071 CAPRI BIND   MAUVE - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS4CPPP,11_6071 CAPRI BIND   MAUVE - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS4MFIT,65_6071 CAPRI BIND   IVORY - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS4MPLP,65_6071 CAPRI BIND   IVORY - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS4MPLS,65_6071 CAPRI BIND   IVORY - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS4MPPP,65_6071 CAPRI BIND   IVORY - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS4NFIT,129_6071 CAPRI BIND   AQUA - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS4NPLP,129_6071 CAPRI BIND   AQUA - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS4NPLS,129_6071 CAPRI BIND   AQUA - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS4NPPP,129_6071 CAPRI BIND   AQUA - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS4UFIT,52_6071 CAPRI BIND   GREEN/WHITE - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS4UPLP,52_6071 CAPRI BIND   GREEN/WHITE - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS4UPLS,52_6071 CAPRI BIND   GREEN/WHITE - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS4UPPP,52_6071 CAPRI BIND   GREEN/WHITE - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS51FIT,35_6071 CAPRI BIND   OLIVE - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS51PLP,35_6071 CAPRI BIND   OLIVE - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS51PLS,35_6071 CAPRI BIND   OLIVE - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS51PPP,35_6071 CAPRI BIND   OLIVE - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS52FIT,131_6071 CAPRI BIND   PURE YELLOW - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS52PLP,131_6071 CAPRI BIND   PURE YELLOW - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS52PLS,131_6071 CAPRI BIND   PURE YELLOW - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS52PPP,131_6071 CAPRI BIND   PURE YELLOW - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS53FIT,23_6071 CAPRI BIND   ORANGE - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS53PLP,23_6071 CAPRI BIND   ORANGE - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS53PLS,23_6071 CAPRI BIND   ORANGE - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS53PPP,23_6071 CAPRI BIND   ORANGE - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS5QFIT,54_6071 CAPRI BIND   TEAL - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS5QPLP,54_6071 CAPRI BIND   TEAL - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS5QPLS,54_6071 CAPRI BIND   TEAL - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS5QPPP,54_6071 CAPRI BIND   TEAL - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS65FIT,135_6071 CAPRI BIND   GREY MILANGE - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS65PLP,135_6071 CAPRI BIND   GREY MILANGE - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS65PLS,135_6071 CAPRI BIND   GREY MILANGE - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS65PPP,135_6071 CAPRI BIND   GREY MILANGE - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS6KFIT,15_6071 CAPRI BIND   FUSCHIA - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS6KPLP,15_6071 CAPRI BIND   FUSCHIA - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS6KPLS,15_6071 CAPRI BIND   FUSCHIA - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS6KPPP,15_6071 CAPRI BIND   FUSCHIA - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS6OFIT,33_6071 CAPRI BIND GREENERY DR BLU - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS6OPLP,33_6071 CAPRI BIND GREENERY DR BLU - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS6OPLS,33_6071 CAPRI BIND GREENERY DR BLU - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS6OPPP,33_6071 CAPRI BIND GREENERY DR BLU - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS6PFIT,14_6071 CAPRI BIND   LAVENDER - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS6PPLP,14_6071 CAPRI BIND   LAVENDER - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS6PPLS,14_6071 CAPRI BIND   LAVENDER - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS6PPPP,14_6071 CAPRI BIND   LAVENDER - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS8YFIT,82_6071 CAPRI BIND   ALPINE GREEN - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS8YPLP,82_6071 CAPRI BIND   ALPINE GREEN - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS8YPLS,82_6071 CAPRI BIND   ALPINE GREEN - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS8YPPP,82_6071 CAPRI BIND   ALPINE GREEN - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS8ZFIT,88_6071 CAPRI BIND   APPLE BUTTER - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS8ZPLP,88_6071 CAPRI BIND   APPLE BUTTER - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS8ZPLS,88_6071 CAPRI BIND   APPLE BUTTER - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS8ZPPP,88_6071 CAPRI BIND   APPLE BUTTER - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9CFIT,19_6071 CAPRI BIND   BERRY - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9CPLP,19_6071 CAPRI BIND   BERRY - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9CPLS,19_6071 CAPRI BIND   BERRY - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9CPPP,19_6071 CAPRI BIND   BERRY - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9DFIT,21_6071 CAPRI BIND   BLOOM ROSE - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9DPLP,21_6071 CAPRI BIND   BLOOM ROSE - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9DPLS,21_6071 CAPRI BIND   BLOOM ROSE - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9DPPP,21_6071 CAPRI BIND   BLOOM ROSE - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9EFIT,70_6071 CAPRI BIND   BLUE CORAL - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9EPLP,70_6071 CAPRI BIND   BLUE CORAL - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9EPLS,70_6071 CAPRI BIND   BLUE CORAL - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9EPPP,70_6071 CAPRI BIND   BLUE CORAL - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9GFIT,93_6071 CAPRI BIND   BRIGHT COBALT - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9GPLP,93_6071 CAPRI BIND   BRIGHT COBALT - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9GPLS,93_6071 CAPRI BIND   BRIGHT COBALT - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9GPPP,93_6071 CAPRI BIND   BRIGHT COBALT - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9HFIT,31_6071 CAPRI BIND   BRIGHT MAROON - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9HPLP,31_6071 CAPRI BIND   BRIGHT MAROON - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9HPLS,31_6071 CAPRI BIND   BRIGHT MAROON - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9HPPP,31_6071 CAPRI BIND   BRIGHT MAROON - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9IFIT,85_6071 CAPRI BIND   BRILLIANT BLU - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9IPLP,85_6071 CAPRI BIND   BRILLIANT BLU - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9IPLS,85_6071 CAPRI BIND   BRILLIANT BLU - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9IPPP,85_6071 CAPRI BIND   BRILLIANT BLU - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9LFIT,44_6071 CAPRI BIND   CAMEL - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9LPLP,44_6071 CAPRI BIND   CAMEL - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9LPLS,44_6071 CAPRI BIND   CAMEL - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9LPPP,44_6071 CAPRI BIND   CAMEL - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9NFIT,27_6071 CAPRI BIND   CAPPUCCINO - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9NPLP,27_6071 CAPRI BIND   CAPPUCCINO - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9NPLS,27_6071 CAPRI BIND   CAPPUCCINO - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9NPPP,27_6071 CAPRI BIND   CAPPUCCINO - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9OFIT,53_6071 CAPRI BIND   CERAMIC - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9OPLP,53_6071 CAPRI BIND   CERAMIC - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9OPLS,53_6071 CAPRI BIND   CERAMIC - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9OPPP,53_6071 CAPRI BIND   CERAMIC - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9PFIT,57_6071 CAPRI BIND   CHILLI PEPPER - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9PPLP,57_6071 CAPRI BIND   CHILLI PEPPER - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9PPLS,57_6071 CAPRI BIND   CHILLI PEPPER - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9PPPP,57_6071 CAPRI BIND   CHILLI PEPPER - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9QFIT,20_6071 CAPRI BIND   CHILLI RED - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9QPLP,20_6071 CAPRI BIND   CHILLI RED - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9QPLS,20_6071 CAPRI BIND   CHILLI RED - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9QPPP,20_6071 CAPRI BIND   CHILLI RED - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9RFIT,26_6071 CAPRI BIND   CHOCO TRUFFLE - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9RPLP,26_6071 CAPRI BIND   CHOCO TRUFFLE - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9RPLS,26_6071 CAPRI BIND   CHOCO TRUFFLE - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9RPPP,26_6071 CAPRI BIND   CHOCO TRUFFLE - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9UFIT,84_6071 CAPRI BIND   CRIMSON - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9UPLP,84_6071 CAPRI BIND   CRIMSON - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9UPLS,84_6071 CAPRI BIND   CRIMSON - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9UPPP,84_6071 CAPRI BIND   CRIMSON - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9WFIT,28_6071 CAPRI BIND   DARK FANTASY - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9WPLP,28_6071 CAPRI BIND   DARK FANTASY - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9WPLS,28_6071 CAPRI BIND   DARK FANTASY - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9WPPP,28_6071 CAPRI BIND   DARK FANTASY - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9XFIT,51_6071 CAPRI BIND   DARK MAROON - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9XPLP,51_6071 CAPRI BIND   DARK MAROON - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9XPLS,51_6071 CAPRI BIND   DARK MAROON - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9XPPP,51_6071 CAPRI BIND   DARK MAROON - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCS9ZFIT,36_6071 CAPRI BIND   DEEP SEA - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCS9ZPLP,36_6071 CAPRI BIND   DEEP SEA - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCS9ZPLS,36_6071 CAPRI BIND   DEEP SEA - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCS9ZPPP,36_6071 CAPRI BIND   DEEP SEA - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCSAAFIT,43_6071 CAPRI BIND   MUST BROWN - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCSAAPLP,43_6071 CAPRI BIND   MUST BROWN - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCSAAPLS,43_6071 CAPRI BIND   MUST BROWN - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCSAAPPP,43_6071 CAPRI BIND   MUST BROWN - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCSABFIT,42_6071 CAPRI BIND   MUSTARD - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
,IFEMM6071CCSABPLP,42_6071 CAPRI BIND   MUSTARD - PLP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLP,,,0,,,
,IFEMM6071CCSABPLS,42_6071 CAPRI BIND   MUSTARD - PLS,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PLS,,,0,,,
,IFEMM6071CCSABPPP,42_6071 CAPRI BIND   MUSTARD - PPP,FEMMORA,,,0,Y,N,FEMMORA,PC,,,PPP,,,0,,,
,IFEMM6071CCSADFIT,102_6071 CAPRI BIND   ORCHID - FIT,FEMMORA,,,0,Y,N,FEMMORA,PC,,,FIT,,,0,,,
