Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit
,AP027,Fairness Kit,Aromaplus,,,0,Y,N,,,,,,,,0,,,
,AP028,Papaya Kit,Aromaplus,,,0,Y,N,,,,,,,,0,,,
,AP029,Protein pack 100,Aromaplus,,,0,Y,N,,,,,,,,0,,,
,AP030,Protein pack 500,Aromaplus,,,0,Y,N,,,,,,,,0,,,
,AP031,Neem Face Wash,Aromaplus,,,0,Y,N,,,,,,,,0,,,
,AP032,Hair oil 100,Aromaplus,,,0,Y,N,,,,,,,,0,,,
,AP033,Hair oil 200,Aromaplus,,,0,Y,N,,,,,,,,0,,,
,AP034,Apricot Scrub 100,Aromaplus,,,0,Y,N,,,,,,,,0,,,
,AP035,Apricot Scrub 425,Aromaplus,,,0,Y,N,,,,,,,,0,,,
,AP036,Papaya Fase wash,Aromaplus,,,0,Y,N,,,,,,,,0,,,
,AB001,Abhi Black,Abhi Henna,,,0,Y,N,,,,,,,,0,,,
,AB002,Abhi Brown,Abhi Henna,,,0,Y,N,,,,,,,,0,,,
,AB003,Abhi Bargendy,Abhi Henna,,,0,Y,N,,,,,,,,0,,,
,SF003,Pearl Glow F.W,SAFFIRE,,,0,Y,N,,,,,,,,0,,,
,SF004,Forest Honey F.W,SAFFIRE,,,0,Y,N,,,,,,,,0,,,
,SF023,Under Eye Gel Crème,SAFFIRE,,,0,Y,N,,,,,,,,0,,,
,SF031,Anti Dandruff shmp-200Ml,SAFFIRE,,,0,Y,N,,,,,,,,0,,,
,SF034,Anti Dandruff shmp-450Ml,SAFFIRE,,,0,Y,N,,,,,,,,0,,,
,SF066,De tan pack,SAFFIRE,,,0,Y,N,,,,,,,,0,,,
,,S7 Platinum Combo,SAFFIRE,,,0,y,N,,,,,,,,0,,,
,,Sunfree Combo,SAFFIRE,,,0,y,N,,,,,,,,0,,,
,SF070,Hair Conditioner 200 ML,SAFFIRE,,,0,Y,N,,,,,,,,0,,,
,SF071,KERAPLEX PLUS,SAFFIRE,,,0,Y,N,,,,,,,,0,,,
