Depot code,Route,Freight,acedns,date,Transport mode,Capacity,State code
9110,"Kamarkundu",4725,Y,26/07/2018,Truck,4.5,WB
9113,"Kandi",4604,Y,26/07/2018,Truck,2.8,WB
9108,"Barpeta",3900,Y,26/07/2018,Truck,2.8,AS
9110,"Malda",6694,Y,26/07/2018,Truck,4.5,WB
9110,"Kolkata",2260,Y,26/07/2018,Truck,4.5,WB
9407DD,"Ongole",34000,Y,25/07/2018,Truck,16,AP
9201,"Bangalore",40800,Y,25/07/2018,Truck,21,KA
9208,"Hyderabad",36400,Y,25/07/2018,Truck,16,TG
4000D,"Karimnagar",24300,Y,29/06/2018,Truck,16,TG
9108,"Barpeta",3900,Y,29/06/2018,Truck,2.8,AS
1000D,"Shamli",48800,Y,29/06/2018,Truck,16,UPW
4000D,"Malegaon",46000,Y,29/06/2018,Truck,16,MH
1000D,"Sirsa",53600,Y,29/06/2018,Truck,16,HR
1000D,"Sarai",50960,Y,29/06/2018,Truck,16,BR
1000D,"Balurghat",29600,Y,29/06/2018,Truck,16,WB
1000D,"Mirjapur",33898,Y,29/06/2018,Truck,16,UPE
4000D,"Yadgir",25000,Y,29/06/2018,Truck,16,KA
1000D,"Ghazipur",36992,Y,29/06/2018,Truck,16,UPE
4000D,"Sangli",38000,Y,29/06/2018,Truck,16,MH
1000D,"Birbhum",9998,Y,29/06/2018,Truck,7.5,WB
1000D,"Maharajganj",44000,Y,29/06/2018,Truck,16,UPE
4000D,"Osmanbad",48006,Y,29/06/2018,Truck,21,MH
1000D,"Jalandhar",55200,Y,29/06/2018,Truck,16,PB
1000D,"Kaliaganj",28800,Y,29/06/2018,Truck,16,WB
4000D,"Adone",18816,Y,29/06/2018,Truck,16,AP
1000D,"Ranaghat",10103,Y,29/06/2018,Truck,7.5,WB
1000D,"Sharanpaur",50400,Y,29/06/2018,Truck,16,UPW
4000D,"Zahirabad",25408,Y,29/06/2018,Truck,16,TG
1000D,"Haringhata",10103,Y,29/06/2018,Truck,7.5,WB
1000D,"Kashgunj",48800,Y,29/06/2018,Truck,16,UPW
4000D,"Khurdha",59010,Y,29/06/2018,Truck,21,OR
1000D,"Banda",39200,Y,29/06/2018,Truck,16,UPE
4000D,"BALAGHAT",59997,Y,29/06/2018,Truck,21,MP
1000D,"Sainthia",17000,Y,29/06/2018,Truck,16,WB
1000D,"Birmaharajpur",32800,Y,29/06/2018,Truck,16,OR
4000D,"Aurangabad",39900,Y,29/06/2018,Truck,16,WB
1000D,"Farrukhabad",45728,Y,29/06/2018,Truck,16,UPE
1000D,"Gajrolla",52000,Y,29/06/2018,Truck,16,UPW
4000D,"Tenali",10000,Y,29/06/2018,Truck,10,AP
1000D,"Mugalsarai",33248,Y,29/06/2018,Truck,16,UPE
9110,"Bandel",3100,Y,29/06/2018,Truck,4.5,WB
1000D,"NEEMACH",70000,Y,29/06/2018,Truck,20,MP
4000D,"Srikakulam",34352,Y,29/06/2018,Truck,16,AP
1000D,"Dharampur",32000,Y,29/06/2018,Truck,16,WB
1000D,"BUXAR",35640,Y,29/06/2018,Truck,16,BR
1000D,"Puri",24552,Y,29/06/2018,Truck,16,OR
4000D,"Barshi",34000,Y,29/06/2018,Truck,16,MH
1000D,"Kaithal",52000,Y,29/06/2018,Truck,16,HR
1000D,"Saraiaqauil Kaushambi",41600,Y,29/06/2018,Truck,16,UPE
4000D,"Shahbad",26000,Y,29/06/2018,Truck,16,KA
1000D,"Phuentsholing",44800,Y,29/06/2018,Truck,16,BH
1000D,"Delhi",48000,Y,29/06/2018,Truck,16,DL
4000D,"Panvel",44000,Y,29/06/2018,Truck,16,MH
1000D,"Bihta",34800,Y,29/06/2018,Truck,16,BR
1000D,"Bhagalpur",29008,Y,29/06/2018,Truck,16,BR
1000D,"Ballia",39200,Y,29/06/2018,Truck,16,UPE
4000D,"Chandrapur",51597,Y,29/06/2018,Truck,21,MH
1000D,"Ludhiana",49600,Y,29/06/2018,Truck,16,PB
1000D,"Moradabad",48752,Y,29/06/2018,Truck,16,UPW
4000D,"Bellary",22500,Y,29/06/2018,Truck,16,KA
4000D,"Kolhapur",38850,Y,29/06/2018,Truck,16,MH
9417,"East Delhi",1608,Y,29/06/2018,Truck,2.8,DL
1000D,"Panchkula",50960,Y,29/06/2018,Truck,16,HR
4000D,"Karad",42500,Y,29/06/2018,Truck,16,MH
1000D,"Araria",37600,Y,29/06/2018,Truck,16,BR
1000D,"Jind",50400,Y,29/06/2018,Truck,16,HR
1000D,"Tohana",53600,Y,29/06/2018,Truck,16,HR
1000D,"Gagnapur",10103,Y,29/06/2018,Truck,7.5,WB
1000D,"Mansa",55200,Y,29/06/2018,Truck,16,PB
1000D,"Naihati",8512,Y,29/06/2018,Truck,7.5,WB
4000D,"Nanded",35000,Y,29/06/2018,Truck,16,MH
9113,"Bishnupur",3027,Y,29/06/2018,Truck,2.8,WB
1000D,"Salar",19000,Y,29/06/2018,Truck,16,WB
4000D,"Eluru",16188,Y,29/06/2018,Truck,16,AP
1000D,"Murshidabad",19000,Y,29/06/2018,Truck,16,WB
1000D,"Bahraich",43120,Y,29/06/2018,Truck,16,UPE
1000D,"Dalkhola",32000,Y,29/06/2018,Truck,16,WB
1000D,"Farbeshganj",37600,Y,29/06/2018,Truck,16,BR
4000D,"Pune",36500,Y,29/06/2018,Truck,16,MH
1000D,"Hooghly",7496,Y,29/06/2018,Truck,7.5,WB
4000D,"Nizamabad",29120,Y,29/06/2018,Truck,16,AP
4000D,"BEED",35008,Y,29/06/2018,Truck,16,MH
1000D,"Gopiganj",33600,Y,29/06/2018,Truck,16,UPE
4000D,"Wadsa",38500,Y,29/06/2018,Truck,16,MH
1000D,"Samastipur",39200,Y,29/06/2018,Truck,16,BR
1000D,"Chandigarh",51744,Y,29/06/2018,Truck,16,HR
1000D,"Bargarh",28000,Y,29/06/2018,Truck,16,OR
1000D,"Raebareli",38400,Y,29/06/2018,Truck,16,UPE
4000D,"Narsipatnam",25412,Y,29/06/2018,Truck,16,AP
1000D,"Amta",7124,Y,29/06/2018,Truck,7.5,WB
4000D,"Ahmednagar",39000,Y,29/06/2018,Truck,16,MH
1000D,"Ramnagar",67000,Y,29/06/2018,Truck,20,UK
1000D,"Bhiwani",48000,Y,29/06/2018,Truck,16,HR
4000D,"Rajapur",51000,Y,29/06/2018,Truck,16,MH
1000D,"Barnala",55200,Y,29/06/2018,Truck,16,PB
1000D,"Mainpuri",45600,Y,29/06/2018,Truck,16,UPW
4000D,"Chilakaluru",12240,Y,29/06/2018,Truck,16,AP
1000D,"Meerut",47184,Y,29/06/2018,Truck,16,UPW
1000D,"Gobardanga",8610,Y,29/06/2018,Truck,7.5,WB
4000D,"Masjid",56800,Y,29/06/2018,Truck,16,MH
1000D,"Jhansi",42372,Y,29/06/2018,Truck,16,UPE
9110,"Kolkata",2260,Y,29/06/2018,Truck,4.5,WB
1000D,"Chibramau",45600,Y,29/06/2018,Truck,16,UPE
4000D,"Lasalgaon",44000,Y,29/06/2018,Truck,16,MH
1000D,"Patiala",53600,Y,29/06/2018,Truck,16,PB
1000D,"Bikaner",54400,Y,29/06/2018,Truck,16,RJ
1000D,"Katwa",18500,Y,29/06/2018,Truck,16,WB
4000D,"Hubli",28000,Y,29/06/2018,Truck,16,KA
1000D,"Munger",32800,Y,29/06/2018,Truck,16,BR
1000D,"Purnia",32800,Y,29/06/2018,Truck,16,BR
4000D,"Vijayawada",14212,Y,29/06/2018,Truck,16,AP
9409KA,"Karnal",2100,Y,29/06/2018,Truck,4.5,HR
1000D,"North Delhi",47200,Y,29/06/2018,Truck,16,DL
4000D,"Vijaywada",14208,Y,29/06/2018,Truck,16,AP
1000D,"Etawah",44000,Y,29/06/2018,Truck,16,UPW
1000D,"Durgapur",15000,Y,29/06/2018,Truck,16,WB
1000D,"Mau",39200,Y,29/06/2018,Truck,16,UPE
4000D,"Jagtiyal",27152,Y,29/06/2018,Truck,16,TG
1000D,"Alipurduar",41120,Y,29/06/2018,Truck,16,WB
1000D,"Jagatdal",8048,Y,29/06/2018,Truck,7.5,WB
4000D,"Ghoti",43900,Y,29/06/2018,Truck,16,MH
4000D,"Warangal",20700,Y,29/06/2018,Truck,16,TG
9417,"Delhi",1608,Y,29/06/2018,Truck,2.8,DL
1000D,"Ajuaa(Kaushambi)",41600,Y,29/06/2018,Truck,16,UPE
4000D,"Gondia",40520,Y,29/06/2018,Truck,16,MH
1000D,"Chakdaha",10103,Y,29/06/2018,Truck,7.5,WB
1000D,"Bahadurganj",36000,Y,29/06/2018,Truck,16,BR
1000D,"Faizabad",42240,Y,29/06/2018,Truck,16,UPE
1000D,"Kolkata",7650,Y,29/06/2018,Truck,7.5,WB
1000D,"Malda",24000,Y,29/06/2018,Truck,16,WB
1000D,"Darjeeling",35200,Y,29/06/2018,Truck,16,WB
4000D,"Guntur",13176,Y,29/06/2018,Truck,16,AP
9108,"Bongaigaon",2865,Y,29/06/2018,Truck,2.8,AS
1000D,"Berhampur",28800,Y,29/06/2018,Truck,16,OR
4000D,"Yellandu",22000,Y,29/06/2018,Truck,10,TG
1000D,"Bareilly",44000,Y,29/06/2018,Truck,16,UPW
1000D,"CHAS",19200,Y,29/06/2018,Truck,16,JH
1000D,"Bankura",16500,Y,29/06/2018,Truck,16,WB
1000D,"Barrackpur",8048,Y,29/06/2018,Truck,7.5,WB
1000D,"Sambalpur",23200,Y,29/06/2018,Truck,16,OR
1000D,"Arambag",7496,Y,29/06/2018,Truck,7.5,WB
4000D,"Raichur",22000,Y,29/06/2018,Truck,16,KA
9108,"Guwahati",1482,Y,29/06/2018,Truck,2.8,AS
1000D,"Deoria",41501,Y,29/06/2018,Truck,16,UPE
4000D,"Goa",41984,Y,29/06/2018,Truck,16,GA
1000D,"Lucknow",38960,Y,29/06/2018,Truck,16,UPE
1000D,"Cooch Bihar",41280,Y,29/06/2018,Truck,16,WB
1000D,"Purulia",21000,Y,29/06/2018,Truck,16,WB
1000D,"Champadanga",7140,Y,29/06/2018,Truck,7.5,WB
4000D,"Ichalkaranji",47504,Y,29/06/2018,Truck,16,MH
1000D,"Bhatinda",55200,Y,29/06/2018,Truck,16,PB
4000D,"Bijapur",27500,Y,29/06/2018,Truck,16,KA
4000D,"Ankapalle",25500,Y,29/06/2018,Truck,10,AP
1000D,"Jiaganj",20000,Y,29/06/2018,Truck,16,WB
4000D,"Manchirial",25882,Y,29/06/2018,Truck,16,TG
1000D,"Raipur",27440,Y,29/06/2018,Truck,16,CG
1000D,"Nalhati",17500,Y,29/06/2018,Truck,16,WB
4000D,"SK Nagar",30600,Y,29/06/2018,Truck,10,TG
1000D,"Rajauli",29600,Y,29/06/2018,Truck,16,BR
1000D,"Nadia",18000,Y,29/06/2018,Truck,16,WB
4000D,"Lakhandur",37200,Y,29/06/2018,Truck,16,MH
1000D,"Dudhi",39200,Y,29/06/2018,Truck,16,UPE
1000D,"Bilashpur",30400,Y,29/06/2018,Truck,16,CG
1000D,"Bhiwadi",54400,Y,29/06/2018,Truck,16,RJ
4000D,"Gadag",30740,Y,29/06/2018,Truck,16,KA
1000D,"Deoghar",24000,Y,29/06/2018,Truck,16,JH
1000D,"Desari",40000,Y,29/06/2018,Truck,16,BR
1000D,"Aligarh",46080,Y,29/06/2018,Truck,16,UPW
4000D,"Guntakal",18353,Y,29/06/2018,Truck,16,AP
1000D,"Gorakhpur",41600,Y,29/06/2018,Truck,16,UPE
1000D,"Karwi",37968,Y,29/06/2018,Truck,16,UPE
4000D,"Bhiwandi",43720,Y,29/06/2018,Truck,16,MH
9110,"Canning",4383,Y,29/06/2018,Truck,5.5,WB
1000D,"Haldwani",74340,Y,29/06/2018,Truck,20,UK
4000D,"Mumbai",47168,Y,29/06/2018,Truck,16,MH
1000D,"Rampurhat",17500,Y,29/06/2018,Truck,16,WB
1000D,"Baripada",19200,Y,29/06/2018,Truck,16,OR
1000D,"Muzaffarnagar",48800,Y,29/06/2018,Truck,16,UPW
4000D,"Nagpur",41790,Y,29/06/2018,Truck,21,MH
1000D,"Fatehabad",52000,Y,29/06/2018,Truck,16,HR
1000D,"Hissar",52000,Y,29/06/2018,Truck,16,HR
4000D,"Pandharpur",40320,Y,29/06/2018,Truck,16,MH
9417,"New Delhi",1608,Y,29/06/2018,Truck,2.8,DL
1000D,"Balarampur",44800,Y,29/06/2018,Truck,16,UPE
4000D,"Bhubaneswar",52000,Y,29/06/2018,Truck,16,OR
1000D,"Bharatpur",49600,Y,29/06/2018,Truck,16,RJ
1000D,"Varanasi",34400,Y,29/06/2018,Truck,16,UPE
1000D,"Basti",42400,Y,29/06/2018,Truck,16,UPE
4000D,"Virar",48000,Y,29/06/2018,Truck,16,MH
1000D,"Lalitpur",46400,Y,29/06/2018,Truck,16,UPE
1000D,"Chandausi",46400,Y,29/06/2018,Truck,16,UPW
4000D,"Gwalior",80997,Y,29/06/2018,Truck,21,MP
4000D,"Srirampur",41008,Y,29/06/2018,Truck,16,MH
9417,"South Delhi",1608,Y,29/06/2018,Truck,2.8,DL
1000D,"Jaipur",44000,Y,29/06/2018,Truck,16,RJ
4000D,"Anantapur",16000,Y,29/06/2018,Truck,10,AP
1000D,"Ghosia",34400,Y,29/06/2018,Truck,16,UPE
1000D,"Sitapur",42560,Y,29/06/2018,Truck,16,UPE
1000D,"Barabanki",42400,Y,29/06/2018,Truck,16,UPE
1000D,"Habra",8610,Y,29/06/2018,Truck,7.5,WB
1000D,"Raiganj",28800,Y,29/06/2018,Truck,16,WB
1000D,"Ballabgarh",48800,Y,29/06/2018,Truck,16,HR
4000D,"Tirupathi",13056,Y,29/06/2018,Truck,16,AP
9405,"Amroha",3500,Y,29/06/2018,Truck,2.8,UPW
1000D,"Saiyadraja",33600,Y,29/06/2018,Truck,16,UPE
4000D,"Ballarshah",50000,Y,29/06/2018,Truck,16,MH
1000D,"Rewari",51200,Y,29/06/2018,Truck,16,HR
1000D,"Kurukshetra",50960,Y,29/06/2018,Truck,16,HR
1000D,"Orai",43200,Y,29/06/2018,Truck,16,UPE
1000D,"Uttar Dinajpur",32800,Y,29/06/2018,Truck,16,WB
4000D,"Bangalore",23400,Y,29/06/2018,Truck,16,KA
1000D,"Rajarhat",8048,Y,29/06/2018,Truck,7.5,WB
4000D,"Kagal",46800,Y,29/06/2018,Truck,16,MH
1000D,"Palwal",48800,Y,29/06/2018,Truck,16,HR
1000D,"Ambala",50960,Y,29/06/2018,Truck,16,HR
4000D,"Tirupati",13050,Y,29/06/2018,Truck,16,AP
1000D,"Allahabad",33898,Y,29/06/2018,Truck,16,UPE
1000D,"Raigarh",33600,Y,29/06/2018,Truck,16,CG
4000D,"Kalyan",45000,Y,29/06/2018,Truck,16,MH
1000D,"Jodhpur",56000,Y,29/06/2018,Truck,16,RJ
1000D,"Khardah",7696,Y,29/06/2018,Truck,7.5,WB
4000D,"Jabalpur",61005,Y,29/06/2018,Truck,21,MP
1000D,"Bharatganj",33898,Y,29/06/2018,Truck,16,UPE
9108,"Aizawl",59000,Y,29/06/2018,Truck,20,MZ
4000D,"Solapur",31600,Y,29/06/2018,Truck,16,MH
4000D,"Ongole",10353,Y,29/06/2018,Truck,16,AP
1000D,"BAHADURGARH",45600,Y,29/06/2018,Truck,16,HR
4000D,"Belguam",36496,Y,29/06/2018,Truck,16,KA
1000D,"Gangarampur",29120,Y,29/06/2018,Truck,16,WB
1000D,"Burnpur",18000,Y,29/06/2018,Truck,16,WB
4000D,"Gulburga",24800,Y,29/06/2018,Truck,16,KA
1000D,"Duttapuliya",10103,Y,29/06/2018,Truck,7.5,WB
1000D,"Bangaon",8610,Y,29/06/2018,Truck,7.5,WB
4000D,"Vasai",48000,Y,29/06/2018,Truck,16,MH
1000D,"Purnea",32800,Y,29/06/2018,Truck,16,BR
9110,"Hooghly",2760,Y,29/06/2018,Truck,4.5,WB
4000D,"Jaora",75000,Y,29/06/2018,Truck,20,MP
4000D,"Thane",53008,Y,29/06/2018,Truck,16,MH
1000D,"Rajnandgaon",32000,Y,29/06/2018,Truck,16,CG
1000D,"Burdwan",14000,Y,29/06/2018,Truck,16,WB
1000D,"Shantipur",18000,Y,29/06/2018,Truck,16,WB
4000D,"Rajam",27000,Y,29/06/2018,Truck,10,AP
1000D,"Sultanpur",39664,Y,29/06/2018,Truck,16,UPE
1000D,"Abhor",53088,Y,29/06/2018,Truck,16,PB
4000D,"Chennai",12624,Y,29/06/2018,Truck,16,TN
9409,"Karnal",2100,Y,29/06/2018,Truck,4.5,HR
1000D,"South Delhi",47200,Y,29/06/2018,Truck,16,DL
4000D,"Kothagudem",20600,Y,29/06/2018,Truck,10,TG
1000D,"Asansol",18000,Y,29/06/2018,Truck,16,WB
1000D,"Sonamukhi",18000,Y,29/06/2018,Truck,16,WB
1000D,"Panipat",49728,Y,29/06/2018,Truck,16,HR
4000D,"Mysore",25200,Y,29/06/2018,Truck,16,KA
1000D,"Aurangabad",30400,Y,29/06/2018,Truck,16,WB
1000D,"GULLABAGH",32800,Y,29/06/2018,Truck,16,BR
4000D,"Jalna",42000,Y,29/06/2018,Truck,16,MH
4000D,"Akola",42000,Y,29/06/2018,Truck,16,MH
9417,"North Delhi",1608,Y,29/06/2018,Truck,2.8,DL
1000D,"Siliguri",34400,Y,29/06/2018,Truck,16,WB
4000D,"Indore",58002,Y,29/06/2018,Truck,21,MP
1000D,"Nawada",29600,Y,29/06/2018,Truck,16,BR
1000D,"Jaunpur",35640,Y,29/06/2018,Truck,16,UPE
1000D,"Rohtak",48800,Y,29/06/2018,Truck,16,HR
1000D,"24 Pgs (North )",8400,Y,29/06/2018,Truck,7.5,WB
1000D,"Kanpur",37224,Y,29/06/2018,Truck,16,UPE
1000D,"East Delhi",47200,Y,29/06/2018,Truck,16,DL
4000D,"Udgir",31500,Y,29/06/2018,Truck,16,MH
9113,"Kandi",4604,Y,29/06/2018,Truck,2.8,WB
1000D,"Haridwar",50112,Y,29/06/2018,Truck,16,UK
4000D,"Kurla",48000,Y,29/06/2018,Truck,16,MH
1000D,"Khalilabad",42400,Y,29/06/2018,Truck,16,UPE
1000D,"Hajipur",39838,Y,29/06/2018,Truck,16,BR
1000D,"Amritsar",54880,Y,29/06/2018,Truck,16,PB
1000D,"Bikramganj",36800,Y,29/06/2018,Truck,16,BR
4000D,"Visakhapatnam",27999,Y,29/06/2018,Truck,16,AP
1000D,"Barasat",8008,Y,29/06/2018,Truck,7.5,WB
4000D,"Palghar",47000,Y,29/06/2018,Truck,16,MH
9405,"Noida",1284,Y,29/06/2018,Truck,2.8,UPW
1000D,"Dhanbad",19483,Y,29/06/2018,Truck,16,JH
4000D,"Begumbazar",26800,Y,29/06/2018,Truck,16,TG
1000D,"Giridih",21600,Y,29/06/2018,Truck,16,JH
1000D,"Azamgarh",38096,Y,29/06/2018,Truck,16,UPE
1000D,"Danapur",34800,Y,29/06/2018,Truck,16,BR
1000D,"Sitamarhi",42400,Y,29/06/2018,Truck,16,BR
4000D,"Sangamner",43000,Y,29/06/2018,Truck,16,MH
1000D,"Shajhanpur",44048,Y,29/06/2018,Truck,16,UPW
4000D,"Siddipet",26128,Y,29/06/2018,Truck,16,TG
4000D,"Hyderabad",28077,Y,29/06/2018,Truck,21,TG
1000D,"Gonda",42400,Y,29/06/2018,Truck,16,UPE
4000D,"Jalgaon",44000,Y,29/06/2018,Truck,16,MH
1000D,"Bokaro",20000,Y,29/06/2018,Truck,16,JH
1000D,"Cuttack",19200,Y,29/06/2018,Truck,16,OR
4000D,"Akluj",34500,Y,29/06/2018,Truck,16,MH
1000D,"Boudh",32800,Y,29/06/2018,Truck,16,OR
1000D,"West Delhi",47200,Y,29/06/2018,Truck,16,DL
