Depot code,Route,Freight,acedns,date,Transport mode,Capacity,State code
7000DE,"Rajapur",26672,Y,09/01/2018,,,
9110,"Alipurduar",38800,Y,09/01/2018,,,
9110,"Dalkhola",29600,Y,09/01/2018,,,
9110,"Kaliaganj",28000,Y,09/01/2018,,,
9110,"Shantipur",17510,Y,09/01/2018,,,
7000DE,"Jamner",24448,Y,09/01/2018,,,
7000DE,"Sangmeshwar",24448,Y,09/01/2018,,,
9110,"Asari",13372,Y,09/01/2018,,,
9110,"Dhubulia",17510,Y,09/01/2018,,,
9110,"Karimpur",24800,Y,09/01/2018,,,
9110,"Tarakeswar",16800,Y,09/01/2018,,,
7000DE,"Katta",13344,Y,09/01/2018,,,
7000DE,"Srirampur",26224,Y,09/01/2018,,,
9110,"Bankura",16430,Y,09/01/2018,,,
9110,"Dubrajpur",16430,Y,09/01/2018,,,
9110,"Majdia",19200,Y,09/01/2018,,,
7000DE,"Ahmednagar",16768,Y,09/01/2018,,,
7000DE,"Lasalgaon",16768,Y,09/01/2018,,,
7000DE,"Udgir",29792,Y,09/01/2018,,,
9110,"Basirhat",15200,Y,09/01/2018,,,
9110,"Gagnapur",16304,Y,09/01/2018,,,
9110,"Nalikul",16800,Y,09/01/2018,,,
7000DE,"Amravati",38672,Y,09/01/2018,,,
7000DE,"Bardan Galli",17552,Y,09/01/2018,,,
7000DE,"Mumbai",10672,Y,09/01/2018,,,
7000DE,"Wadsa",45712,Y,09/01/2018,,,
9110,"Birbhum",16970,Y,09/01/2018,,,
9110,"Guskara",15776,Y,09/01/2018,,,
9110,"Panskura",12686,Y,09/01/2018,,,
7000DE,"Chandrapur",44448,Y,09/01/2018,,,
7000DE,"Newasa",19120,Y,09/01/2018,,,
9110,"Champadanga",16343,Y,09/01/2018,,,
9110,"Jagatdal",17486,Y,09/01/2018,,,
9110,"Raiganj",26400,Y,09/01/2018,,,
7000DE,"Ghatkopar",10672,Y,09/01/2018,,,
7000DE,"Pune",14592,Y,09/01/2018,,,
9110,"24 Pgs (North )",12800,Y,09/01/2018,,,
9110,"Cooch Bihar",38800,Y,09/01/2018,,,
9110,"Kakdwip",21829,Y,09/01/2018,,,
9110,"Rupnarayanpur",18300,Y,09/01/2018,,,
7000DE,"Jalgaon",25376,Y,09/01/2018,,,
7000DE,"Sangamner",15984,Y,09/01/2018,,,
9110,"Aranghata",17510,Y,09/01/2018,,,
9110,"Debra",12686,Y,09/01/2018,,,
9110,"Kanchrapara",18629,Y,09/01/2018,,,
9110,"Strand Road",10304,Y,09/01/2018,,,
7000DE,"Kalyan",7296,Y,09/01/2018,,,
7000DE,"Solapur",24448,Y,09/01/2018,,,
9110,"Balurghat",29600,Y,09/01/2018,,,
9110,"Domjur",16343,Y,09/01/2018,,,
9110,"Kharagpur",12915,Y,09/01/2018,,,
9110,"Uttar Dinajpur",32000,Y,09/01/2018,,,
7000DE,"Kurla",10672,Y,09/01/2018,,,
7000DE,"Thane",6672,Y,09/01/2018,,,
9110,"Barrackpur",15658,Y,09/01/2018,,,
9110,"East Midnapur",12229,Y,09/01/2018,,,
9110,"Nadia",16304,Y,09/01/2018,,,
7000DE,"Alibaug",13344,Y,09/01/2018,,,
7000DE,"Malegaon",19120,Y,09/01/2018,,,
7000DE,"Vasi",5792,Y,09/01/2018,,,
9110,"Berhampur",18304,Y,09/01/2018,,,
9110,"Ghatal",20000,Y,09/01/2018,,,
9110,"Nasaratpur",13600,Y,09/01/2018,,,
7000DE,"Ballarshah",47120,Y,09/01/2018,,,
7000DE,"Bhandup",10672,Y,09/01/2018,,,
7000DE,"Narayankgaon",13344,Y,09/01/2018,,,
9110,"Burnpur",17216,Y,09/01/2018,,,
9110,"Hoogley",16343,Y,09/01/2018,,,
9110,"Purulia",18580,Y,09/01/2018,,,
7000DE,"Dhule",21472,Y,09/01/2018,,,
7000DE,"Pandharpur",23568,Y,09/01/2018,,,
9110,"Charabarh",13800,Y,09/01/2018,,,
9110,"Jhargram",14515,Y,09/01/2018,,,
9110,"Rampurhat",17696,Y,09/01/2018,,,
7000DE,"Ichalkaranji",16896,Y,09/01/2018,,,
7000DE,"Ramnagar",24448,Y,09/01/2018,,,
9110,"Amta",17029,Y,09/01/2018,,,
9110,"Darjeeling",33600,Y,09/01/2018,,,
9110,"Kalna",17800,Y,09/01/2018,,,
9110,"Siliguri",33600,Y,09/01/2018,,,
7000DE,"Jath",24448,Y,09/01/2018,,,
7000DE,"Satara",19568,Y,09/01/2018,,,
9110,"Baidyabati",16343,Y,09/01/2018,,,
9110,"Dhuliyan",18800,Y,09/01/2018,,,
9110,"Keranitola",18304,Y,09/01/2018,,,
9110,"Tufanganj",40800,Y,09/01/2018,,,
7000DE,"Khalapur",24448,Y,09/01/2018,,,
7000DE,"Taluka",13344,Y,09/01/2018,,,
9110,"Barakar",16430,Y,09/01/2018,,,
9110,"Durgapur",15800,Y,09/01/2018,,,
9110,"Metiaburz",16800,Y,09/01/2018,,,
7000DE,"Akluj",22672,Y,09/01/2018,,,
7000DE,"Latur",27120,Y,09/01/2018,,,
7000DE,"Vasai",13344,Y,09/01/2018,,,
9110,"Belda",13600,Y,09/01/2018,,,
9110,"Gaighata",21372,Y,09/01/2018,,,
9110,"Nandakumar",13143,Y,09/01/2018,,,
7000DE,"Aurangabad",24000,Y,09/01/2018,,,
7000DE,"Barshi",27120,Y,09/01/2018,,,
7000DE,"Nagpur",44448,Y,09/01/2018,,,
7000DE,"Wardha",45712,Y,09/01/2018,,,
9110,"Birpara",37600,Y,09/01/2018,,,
9110,"Habra",21372,Y,09/01/2018,,,
9110,"Plassey",17500,Y,09/01/2018,,,
7000DE,"Dahanu",16896,Y,09/01/2018,,,
7000DE,"Niphad",19120,Y,09/01/2018,,,
9110,"Chanchal",26130,Y,09/01/2018,,,
9110,"Jalpaiguri",36000,Y,09/01/2018,,,
9110,"Raipur",26400,Y,09/01/2018,,,
7000DE,"Ghoti",13568,Y,09/01/2018,,,
7000DE,"Raigad",26672,Y,09/01/2018,,,
9110,"Ahmedpur",17376,Y,09/01/2018,,,
9110,"Cotton Street",13600,Y,09/01/2018,,,
9110,"Kaliachak",21600,Y,09/01/2018,,,
9110,"Salar",17300,Y,09/01/2018,,,
7000DE,"Jalna",24448,Y,09/01/2018,,,
7000DE,"Sangli",24448,Y,09/01/2018,,,
9110,"Asansol",17300,Y,09/01/2018,,,
9110,"Dharampur",31200,Y,09/01/2018,,,
9110,"Kanki",32800,Y,09/01/2018,,,
9110,"Tamluk",11772,Y,09/01/2018,,,
9110,"Samudragarh",15200,Y,03/01/2018,,,
9409KA,"BAHADURGARH",12800,Y,22/12/2017,,,
9409KA,"Hissar",12800,Y,22/12/2017,,,
9409KA,"Pehowa",12800,Y,22/12/2017,,,
9409,"Ambala",12800,Y,22/12/2017,,,
9409,"Gur Mandi",12800,Y,22/12/2017,,,
9409,"Panipat",12800,Y,22/12/2017,,,
9409,"Tohana",12800,Y,22/12/2017,,,
9409KA,"Fatehabad",12800,Y,22/12/2017,,,
9409KA,"Kurukshetra",12800,Y,22/12/2017,,,
9409KA,"Sirsa",12800,Y,22/12/2017,,,
9409,"Bhiwandi",12800,Y,22/12/2017,,,
9409,"Kaithal",12800,Y,22/12/2017,,,
9409,"Rohtak",12800,Y,22/12/2017,,,
9409KA,"Ballabgarh",12800,Y,22/12/2017,,,
9409KA,"Jind",12800,Y,22/12/2017,,,
9409KA,"Rewari",12800,Y,22/12/2017,,,
9409,"BAHADURGARH",12800,Y,22/12/2017,,,
9409,"Hissar",12800,Y,22/12/2017,,,
9409,"Pehowa",12800,Y,22/12/2017,,,
9409KA,"Ambala",12800,Y,22/12/2017,,,
9409KA,"Gur Mandi",12800,Y,22/12/2017,,,
9409KA,"Panipat",12800,Y,22/12/2017,,,
9409KA,"Tohana",12800,Y,22/12/2017,,,
9409,"Fatehabad",12800,Y,22/12/2017,,,
9409,"Kurukshetra",12800,Y,22/12/2017,,,
9409,"Sirsa",12800,Y,22/12/2017,,,
9409KA,"Bhiwandi",12800,Y,22/12/2017,,,
9409KA,"Kaithal",12800,Y,22/12/2017,,,
9409KA,"Rohtak",12800,Y,22/12/2017,,,
9409,"Ballabgarh",12800,Y,22/12/2017,,,
9409,"Jind",12800,Y,22/12/2017,,,
9409,"Rewari",12800,Y,22/12/2017,,,
9307,"Aurangabad",11200,Y,16/12/2017,,,
9307,"Jalna",11200,Y,16/12/2017,,,
1000D,"Hardwar",49600,Y,26/10/2017,,,
9307,"Solpur",12800,Y,21/10/2017,,,
9307KP,"Nagpur",9504,Y,18/10/2017,,,
9307,"Nagpur",40000,Y,17/10/2017,,,
7000D,"Virar",12064,Y,13/10/2017,,,
7000D,"Jabalpur",43200,Y,13/10/2017,,,
7000D,"Khandeshwar",22400,Y,13/10/2017,,,
9411,"Moga",12800,Y,11/09/2017,,,
9411,"Amritsar",12800,Y,11/09/2017,,,
9411,"Ludhiana",12800,Y,11/09/2017,,,
9411,"Chandigarh",12800,Y,11/09/2017,,,
9411,"Phul",12800,Y,11/09/2017,,,
9411,"Barnala",12800,Y,11/09/2017,,,
9411,"Mansa",12800,Y,11/09/2017,,,
9411,"Abhor",12800,Y,11/09/2017,,,
9411,"Patiala",12800,Y,11/09/2017,,,
9411,"Rajpura",12800,Y,11/09/2017,,,
9411,"Bhatinda",12800,Y,11/09/2017,,,
9417,"Kakrola",8000,Y,30/08/2017,,,
4000D,"Gurramguda",12800,Y,10/08/2017,,,
4000D,"Palani",28000,Y,10/08/2017,,,
4000D,"Khandeshwar",36000,Y,10/08/2017,,,
4000D,"Neelasandra",35200,Y,10/08/2017,,,
4000D,"GodavariKhani",14495,Y,10/08/2017,,,
4000D,"Muthiyalpet",28000,Y,10/08/2017,,,
4000D,"Ramanagara",24000,Y,10/08/2017,,,
4000D,"Balasore",44000,Y,09/08/2017,,,
4000D,"Bolangir",44000,Y,09/08/2017,,,
9106,"Jamshedpur",12000,Y,07/08/2017,,,
9307,"Solapur",12800,Y,07/08/2017,,,
9113,"Kalna",25344,Y,07/08/2017,,,
9111,"Nawada",9440,Y,07/08/2017,,,
9106,"Phusro",7680,Y,07/08/2017,,,
9105,"Cuttack",4800,Y,07/08/2017,,,
9113,"Purulia",15840,Y,07/08/2017,,,
9103,"Begusarai",23040,Y,07/08/2017,,,
9213,"Madur",6992,Y,07/08/2017,,,
9412,"Mirjapur",8640,Y,07/08/2017,,,
9112,"Bokaro",17600,Y,07/08/2017,,,
9103,"Supaul",35200,Y,07/08/2017,,,
9207,"Dharwad",10240,Y,07/08/2017,,,
9405,"Bareilly",13312,Y,07/08/2017,,,
4000D,"Thirupathi",11500,Y,07/08/2017,,,
9118,"Mairwa",25600,Y,07/08/2017,,,
9207,"Ramanagara",12800,Y,07/08/2017,,,
9110,"Naihatti",8320,Y,07/08/2017,,,
1000D,"Mahagama",20240,Y,07/08/2017,,,
9118,"Sitamarhi",10240,Y,07/08/2017,,,
9205,"Gulburga",1760,Y,07/08/2017,,,
9113,"Asansol",6976,Y,07/08/2017,,,
1000D,"Naihatti",15542.85714,Y,07/08/2017,,,
9112,"Giridih",21120,Y,07/08/2017,,,
9307,"Pune",5120,Y,07/08/2017,,,
9113,"Burdwan",15216,Y,07/08/2017,,,
9111,"BUXAR",13120,Y,07/08/2017,,,
9112,"Ranchi",4080,Y,07/08/2017,,,
9106,"Mahagama",19200,Y,07/08/2017,,,
9105,"Bolangir",26880,Y,07/08/2017,,,
9113,"Khargram",26304,Y,07/08/2017,,,
9103,"Bhagalpur",2560,Y,07/08/2017,,,
9201,"Tiptur",10016,Y,07/08/2017,,,
9412,"Allahabad",15040,Y,07/08/2017,,,
9113,"Salar",12256,Y,07/08/2017,,,
9103,"Purnea",16640,Y,07/08/2017,,,
9207,"Bhatkal",16000,Y,07/08/2017,,,
9405,"Agra",10752,Y,07/08/2017,,,
4000D,"Jagdiyal",26100,Y,07/08/2017,,,
9118,"Chakia",10240,Y,07/08/2017,,,
9207,"Mandya",21760,Y,07/08/2017,,,
9405,"Moradabad",8960,Y,07/08/2017,,,
4000D,"Puducherry",19700,Y,07/08/2017,,,
9118,"Begusarai",17280,Y,07/08/2017,,,
9205,"Bijapur",10480,Y,07/08/2017,,,
9117,"Darjeeling",17920,Y,07/08/2017,,,
1000D,"Barghar",28800,Y,07/08/2017,,,
9112,"HAZARIBAG",21120,Y,07/08/2017,,,
9302,"Thane",8320,Y,07/08/2017,,,
9113,"Barakar",9504,Y,07/08/2017,,,
9111,"Bihta",13440,Y,07/08/2017,,,
9112,"Dhanbad",21760,Y,07/08/2017,,,
9106,"Giridih",7680,Y,07/08/2017,,,
9105,"Bargarh",11520,Y,07/08/2017,,,
9113,"Katwa",22176,Y,07/08/2017,,,
9111,"Rajauli",11360,Y,07/08/2017,,,
9106,"Ranchi",12800,Y,07/08/2017,,,
9105,"Kesinga",33280,Y,07/08/2017,,,
9113,"Raghunathganj",11408,Y,07/08/2017,,,
9103,"Naugachia",8320,Y,07/08/2017,,,
9213,"Mandya",6400,Y,07/08/2017,,,
9408,"Faizabad",25600,Y,07/08/2017,,,
9106,"Bokaro",12000,Y,07/08/2017,,,
9118,"Benipur",17280,Y,07/08/2017,,,
9207,"Gadag",10240,Y,07/08/2017,,,
9405,"Ghaziabad",3840,Y,07/08/2017,,,
4000D,"Zaheerabad",29000,Y,07/08/2017,,,
9118,"Motihari",14080,Y,07/08/2017,,,
9207,"Tiptur",21760,Y,07/08/2017,,,
9117,"Alipurduar",16640,Y,07/08/2017,,,
1000D,"Bolangir",20000,Y,07/08/2017,,,
9118,"Siwan",21120,Y,07/08/2017,,,
9205,"Raichur",11648,Y,07/08/2017,,,
9113,"Balurghat",27456,Y,07/08/2017,,,
1000D,"PHUNTSHILING",42400,Y,07/08/2017,,,
9112,"Madhupur",21120,Y,07/08/2017,,,
9307,"Sangli",7680,Y,07/08/2017,,,
9113,"Durgapur",7296,Y,07/08/2017,,,
9111,"Hajipur",4320,Y,07/08/2017,,,
9106,"HAZARIBAG",12800,Y,07/08/2017,,,
9106,"Dhanbad",3840,Y,07/08/2017,,,
9105,"Bhubaneswar",5888,Y,07/08/2017,,,
9113,"Malda",20496,Y,07/08/2017,,,
9103,"jamui",16640,Y,07/08/2017,,,
9213,"Arsikere",11056,Y,07/08/2017,,,
9412,"Gorakhpur",33920,Y,07/08/2017,,,
9113,"Sonamukhi",9200,Y,07/08/2017,,,
9103,"Purnia",16640,Y,07/08/2017,,,
9207,"Bidar",21760,Y,07/08/2017,,,
9405,"Aligarh",7168,Y,07/08/2017,,,
4000D,"Nizambad",26400,Y,07/08/2017,,,
9118,"Darbhanga",11520,Y,07/08/2017,,,
9207,"Raichur",15360,Y,07/08/2017,,,
9405,"Saharanpur",23040,Y,07/08/2017,,,
1000D,"Sultanganj",35200,Y,07/08/2017,,,
9118,"Samastipur",10240,Y,07/08/2017,,,
9205,"Gulbarga",1760,Y,07/08/2017,,,
9117,"Jalpaiguri",6400,Y,07/08/2017,,,
1000D,"Gantok",41600,Y,07/08/2017,,,
9112,"Jamshedpur",21760,Y,07/08/2017,,,
9307,"Kolhapur",7680,Y,07/08/2017,,,
9113,"Beldanga",9616,Y,07/08/2017,,,
9111,"Bikramganj",13120,Y,07/08/2017,,,
9112,"Phusro",26240,Y,07/08/2017,,,
9106,"Madhupur",10240,Y,07/08/2017,,,
9105,"Balasore",20032,Y,07/08/2017,,,
9105,"Berhampur",20032,Y,07/08/2017,,,
9113,"Khagra",25984,Y,07/08/2017,,,
9111,"Sarai",13440,Y,07/08/2017,,,
9201,"Taluk",11968,Y,07/08/2017,,,
9105,"Rourkala",25600,Y,07/08/2017,,,
9113,"Rampurhat",14896,Y,07/08/2017,,,
9103,"Sultanganj",8320,Y,07/08/2017,,,
9213,"Mangalore",23280,Y,07/08/2017,,,
9408,"Farrukhabad",19200,Y,07/08/2017,,,
9118,"Bettiah",26880,Y,07/08/2017,,,
9207,"Hassan",21760,Y,07/08/2017,,,
9405,"Meerut",9280,Y,07/08/2017,,,
4000D,"Pondichery",19700,Y,07/08/2017,,,
9118,"Muzaffarpur",3840,Y,07/08/2017,,,
9205,"Bidar",10480,Y,07/08/2017,,,
9117,"Cooch Bihar",16640,Y,07/08/2017,,,
1000D,"Sant Kabir Nagar",38400,Y,07/08/2017,,,
9118,"Supaul",20480,Y,07/08/2017,,,
9302,"Panvel",12160,Y,07/08/2017,,,
9113,"Bankura",9824,Y,07/08/2017,,,
9116,"Damcharra",25344,Y,07/08/2017,,,
9112,"Mahagama",48640,Y,07/08/2017,,,
