Customer Code,Product Desc,April,April Achv.,April prev year,April prev year Achv.,May,May Achv.,May prev year,May prev year Achv.,June,June Achv.,June prev year,June prev year Achv.,July,July Achv.,July prev year,July prev year Achv.,August,August Achv.,August prev year,August prev year Achv.,September,September Achv.,September prev year,September prev year Achv.,October,October Achv new,October  prev year,October prev year Achv.,November,November Achv.,November  prev year,November prev year Achv.,December,December Achv.,December  prev year,December prev year Achv.,January,January Achv.,January  prev year,January prev year Achv.,February,February Achv.,February  prev year,February prev year Achv.,March,March Achv.,March prev year,March prev year Achv.
M158,F000000001,50,57.5,0,40,65,15,0,60,50,20,0,20,50,20,0,20,50,0,0,40,50,40,0,20,50,20,0,40,50,0,0,20,60,0,0,20,50,0,0,91.75,55,0,0,20,65,0,0,40.5
M049,F000000001,30,21.5,0,20,65,22,0,59,55,22,0,20,55,22,0,17,55,22,0,0,55,0,0,0,55,44,0,22,55,0,0,20,60,0,0,20,30,0,0,41.5,45,0,0,42.5,50,0,0,44
NEM055,F000000001,135,76,0,90,130,95,0,135,115,89.3,0,105,115,104.85,0,60,115,74.95,0,90,115,89.9,0,60,115,90,0,45,115,0,0,90,125,0,0,76,135,0,0,70,145,0,0,63,160,0,0,122.55
M163,F000000001,105,60,0,82,105,37,0,110,70,21,0,60,70,20,0,60,70,20,0,30,70,21,0,18,70,21,0,30,70,0,0,0,100,0,0,55,105,0,0,39,115,0,0,61,130,0,0,43
NEM043,F000000001,765,839,560,609,600,802.25,500,550.5,520,543.25,400,372.5,520,568.2,0,355,520,545.5,350,331,520,484,350,254.5,520,594,400,376,520,0,400,477,570,0,450,594,765,0,500,767,830,0,450,773.5,930,0,560,900.5
NEM096,F000000001,380,626,0,310,280,417.5,0,238,270,444.6,0,168.5,270,385.5,0,192,270,312,0,194,270,362.15,0,241,270,305.5,0,273,270,0,0,323,270,0,0,207,380,0,0,303,410,0,0,314,460,0,0,516
M076,F000000001,435,226,0,355,400,205,0,390,355,149.25,0,263,355,134.2,0,338,355,104.75,0,180,355,93.95,0,185,355,118,0,240,355,0,0,220,380,0,0,234,435,0,0,200,470,0,0,292,525,0,0,275
M410,F000000001,330,751.8,0,253,355,524.5,0,329,340,462,0,237,340,418,0,274,340,461,0,180,340,461,0,240,340,484,0,264,340,0,0,324,340,0,0,371,330,0,0,566.5,355,0,0,535.5,400,0,0,721.5
NEN026,F000000001,30,10,0,20,130,10,0,119,70,27,0,41,70,20,0,0,70,0,0,40,70,15,0,62,70,0,0,0,70,0,0,18,125,0,0,78,30,0,0,40,30,0,0,42,35,0,0,61
N099,F000000001,100,105,0,61,150,0,0,140,140,68,0,90,140,50,0,45,140,22,0,45,140,66,0,72,140,50,0,0,140,0,0,47,145,0,0,60,100,0,0,130,105,0,0,82,120,0,0,98
P008,F000000001,1255,1703,1000,1017,1420,2071.35,950,1199,1290,1369.15,850,927.9,1290,1635.35,0,1004,1290,1330.35,560,1005,1290,1167.4,700,886,1290,1394.5,850,1055,1290,0,850,1285,1355,0,900,1446,1255,0,950,1503.5,1360,0,900,1327,1520,0,1050,1997.15
P080,F000000001,75,43,0,60,115,22,0,120,90,40,0,75,90,37,0,60,90,20,0,65,90,53,0,35,90,30,0,35,90,0,0,60,110,0,0,50,75,0,0,53,85,0,0,9,95,0,0,46
P131,F000000001,75,125,0,60,100,103.5,0,101,110,64,0,40,110,104,0,60,110,65,0,60,110,42,0,60,110,40,0,20,110,0,0,60,95,0,0,32,75,0,0,80,85,0,0,50,95,0,0,96.6
NEP005,F000000001,50,62,0,20,60,57,0,55,45,43,0,15,45,62,0,30,45,21,0,50,45,43,0,30,45,65,0,48,45,0,0,50,55,0,0,40,50,0,0,37,55,0,0,78.5,60,0,0,105.5
P037,F000000001,1455,1600.4,1200,1166,1185,1603,1150,1086,1080,1275,950,870,1080,1275,0,756,1080,1232.85,750,805,1080,1123,750,689,1080,1180.5,900,814,1080,0,900,945,1130,0,1000,1286,1455,0,1150,1061,1550,0,1000,1225.5,1735,0,1140,1445.1
P081,F000000001,435,409,0,356,475,350.7,0,438,370,261.5,0,273.5,370,283.5,0,192,370,257,0,285,370,234.95,0,185,370,242,0,252,370,0,0,219,455,0,0,282,435,0,0,412,465,0,0,341.5,520,0,0,440.25
NEP010,F000000001,30,0,0,21,50,0,0,46,30,0,0,22,30,0,0,0,30,0,0,0,30,0,0,0,30,0,0,20,30,0,0,0,45,0,0,0,30,0,0,21,30,0,0,0,35,0,0,20
NEP054,F000000001,125,148,0,98,80,153,0,41,85,107.95,0,21,85,66,0,41,85,65.5,0,63.5,85,65.5,0,40,85,66,0,63,85,0,0,40,75,0,0,86,125,0,0,154,135,0,0,200.35,150,0,0,170
R192,F000000001,165,157,0,115,145,175,0,134,140,125,0,104.5,140,130,0,120,140,181,0,125,140,144,0,135,140,182,0,234,140,0,0,206,140,0,0,171,165,0,0,139,205,0,0,129,230,0,0,191
NER087,F000000001,105,58,0,81,110,32.75,0,102,70,21,0,40,70,21,0,41,70,40,0,40,70,0,0,42,70,0,0,40,70,0,0,40,105,0,0,39,105,0,0,65,115,0,0,46,130,0,0,71
R068,F000000001,190,152.5,0,151.5,235,130,0,215,180,87.4,0,257,180,86,0,126,180,88,0,104,180,65.9,0,129,180,88,0,84,180,0,0,108,225,0,0,87,190,0,0,151,210,0,0,84.5,235,0,0,130
R121,F000000001,135,64,0,107,125,66,0,84.5,100,43.95,0,43,100,22,0,43,100,43,0,66,100,21,0,44,100,42.5,0,42,100,0,0,66,120,0,0,69,135,0,0,86,155,0,0,97.3,175,0,0,63.5
R120,F000000001,40,46,0,30,30,29.95,0,30,40,29.85,0,15,40,32,0,15,40,29.85,0,15,40,15,0,15,40,15,0,15,40,0,0,31,30,0,0,25,40,0,0,37,50,0,0,25,55,0,0,46
S234,F000000001,220,116,0,195,210,100,0,210,150,90,0,120,150,135,0,135,150,60,0,88,150,104.9,0,45,150,135,0,60,150,0,0,76,200,0,0,103,220,0,0,182,210,0,0,117,235,0,0,130.9
S301,F000000001,25,40,0,15,15,30,0,15,35,15,0,15,35,15,0,0,35,15,0,15,35,14.95,0,15,35,15,0,15,35,0,0,0,15,0,0,15,25,0,0,25,30,0,0,34,35,0,0,20
S291,F000000001,1260,1148,1000,1029,1150,974,950,1049,970,777.5,750,768,970,693.95,0,713,970,549,650,537,970,422,650,516,970,711,750,642,970,0,750,588,1100,0,850,712,1260,0,950,767,1350,0,850,954.5,1510,0,1100,1103.4
S420,F000000001,185,135,0,162,210,114,0,206.5,165,124,0,81,165,78,0,161,165,85,0,104,165,52,0,55,165,105,0,80,165,0,0,93,200,0,0,141,185,0,0,219.5,200,0,0,120,225,0,0,105
NES131,F000000001,105,21,0,81,90,22,0,82,90,0,0,40,90,22,0,101.5,90,0,0,100,90,21,0,123,90,0,0,20,90,0,0,61,85,0,0,117,105,0,0,64,115,0,0,111,130,0,0,46.65
NES112,F000000001,90,123,0,80,95,82,0,100,80,100,0,20,80,60,0,40,80,42,0,60,80,40,0,40,80,22,0,60,80,0,0,60,90,0,0,82,90,0,0,71.5,95,0,0,80,105,0,0,160.1
S353,F000000001,110,36,0,87,80,45,0,75,70,30,0,30,70,15,0,30,70,30,0,45,70,30,0,30,70,50,0,45,70,0,0,45,75,0,0,40,110,0,0,38,115,0,0,28,130,0,0,35
S079,F000000001,80,44,0,64,75,21,0,67,70,20.85,0,15,70,-0.05,0,35,70,0,0,40,70,0,0,20,70,0,0,20,70,0,0,110,70,0,0,90,80,0,0,100,95,0,0,66,105,0,0,79
NES125,F000000001,110,22,0,84,155,22,0,143,125,65,0,105,125,42.5,0,82,125,64,0,84,125,42,0,86,125,89.5,0,86,125,0,0,64,150,0,0,42,110,0,0,21,120,0,0,41,135,0,0,21.5
S090,F000000001,370,0,0,295,390,0,0,358,275,0,0,170,275,0,0,199,275,0,0,148,275,0,0,139,275,0,0,203,275,0,0,259,370,0,0,348,370,0,0,374.5,400,0,0,373.5,450,0,0,477.5
S094,F000000001,45,42,0,0,40,21,0,40,45,0,0,20,45,40,0,58,45,20,0,40,45,20,0,40,45,22,0,20,45,0,0,38,40,0,0,25,45,0,0,55,50,0,0,20,55,0,0,102
T045,F000000001,305,333,0,207,335,285,0,295,310,267,0,243,310,131.45,0,320,310,202,0,329,310,176,0,248,310,207,0,238,310,0,0,308,320,0,0,333.5,305,0,0,342,340,0,0,239,380,0,0,399
NEZ005,F000000001,130,145,0,105,65,68,0,40,90,61.6,0,85,90,62,0,41,90,64,0,58,90,102,0,34,90,116,0,40,90,0,0,38,60,0,0,58,130,0,0,63,145,0,0,41,165,0,0,105
NEJ045,F000000001,50,44,0,42,95,110,0,84,45,20.8,0,40,45,43,0,60,45,66,0,20,45,21.5,0,62,45,43,0,0,45,0,0,41,90,0,0,64,50,0,0,65,65,0,0,41,75,0,0,63
NEA118,F000000001,150,60,0,51,145,25,0,137,130,22,0,84,130,51,0,140,130,49.2,0,139,130,59.4,0,153,130,90,0,133,130,0,0,150,140,0,0,110,150,0,0,100,165,0,0,73,185,0,0,130.5
NEG052,F000000001,90,101,0,0,65,129,0,22,50,87.5,0,44,50,66,0,17,50,65,0,60,50,44,0,59,50,110,0,74,50,0,0,40,60,0,0,104,90,0,0,54,95,0,0,119,105,0,0,126
NEA127,F000000001,45,79,0,0,30,44,0,15,35,59,0,20,35,43,0,54,35,44,0,45,35,43.85,0,35,35,66,0,38,35,0,0,60,30,0,0,55,45,0,0,73,45,0,0,61.5,50,0,0,78
NEA125,F000000001,50,84,0,0,40,85,0,20,70,44,0,40,70,44,0,60,70,63,0,40,70,65.5,0,20,70,87.5,0,40,70,0,0,57,40,0,0,60,50,0,0,77,65,0,0,62,75,0,0,63.5
NEA126,F000000001,35,98.5,0,0,30,61.5,0,15,35,42.95,0,15,35,19,0,45,35,37,0,15,35,21,0,15,35,22,0,15,35,0,0,45,30,0,0,0,35,0,0,39,45,0,0,63,50,0,0,127.5
NEB107,F000000001,35,30,0,0,30,15,0,20,35,55,0,0,35,14.75,0,0,35,-0.05,0,15,35,15,0,0,35,15,0,0,35,0,0,15,30,0,0,15,35,0,0,55,45,0,0,81,50,0,0,49.95
NED081,F000000001,25,10,0,0,30,15,0,0,35,0,0,15,35,55,0,60,35,30,0,60,35,45,0,60,35,15,0,45,35,0,0,46,30,0,0,60,25,0,0,27,30,0,0,44,35,0,0,9
NEM137,F000000001,30,60.5,0,0,95,44,0,0,60,21,0,0,60,22,0,0,60,46.5,0,47,60,46.9,0,102,60,22,0,22,60,0,0,22,90,0,0,44,30,0,0,44,45,0,0,96,50,0,0,84
NEM140,F000000001,745,939,0,0,815,913.5,0,0,560,831.5,0,0,560,652.5,0,0,560,568.5,0,0,560,551.5,0,486,560,897.5,0,557.5,560,0,0,615.5,780,0,0,939,745,0,0,757.5,800,0,0,1103,900,0,0,1216
NER107,F000000001,90,107,0,0,100,71,0,0,80,59,0,0,80,82,0,0,80,88,0,0,80,76,0,73,80,105,0,75,80,0,0,91,95,0,0,124,90,0,0,137,95,0,0,135.5,105,0,0,136.5
NES221,F000000001,45,28,0,0,30,30,0,0,35,0,0,0,35,9.95,0,0,35,15,0,0,35,15,0,0,35,30,0,15,35,0,0,15,30,0,0,30,45,0,0,0,55,0,0,30,60,0,0,20
NEP116,F000000001,60,87,0,0,30,135,0,0,50,90,0,0,50,135,0,0,50,90,0,0,50,75,0,0,50,120,0,15,50,0,0,76,30,0,0,75,60,0,0,100,95,0,0,50,105,0,0,79
NES244,F000000001,45,65,0,0,40,22,0,0,35,43,0,0,35,44,0,0,35,43,0,0,35,22,0,0,35,44,0,0,35,0,0,0,40,0,0,0,45,0,0,21,55,0,0,67,65,0,0,25
NEN090,F000000001,50,62,0,0,65,87,0,0,45,43,0,0,45,42,0,0,45,21,0,0,45,42,0,0,45,22,0,0,45,0,0,0,60,0,0,0,50,0,0,42,65,0,0,63,75,0,0,76.5
NEK084,F000000001,0,128,0,0,0,108.5,0,0,0,86,0,0,0,87.5,0,0,0,88,0,0,0,87.5,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,63.05,0,0,0,152,0,0,0,105.5
NEP126,F000000001,45,31,0,0,30,30,0,0,35,45,0,0,35,30,0,0,35,29.75,0,0,35,30,0,0,35,45,0,0,35,0,0,0,30,0,0,0,45,0,0,11,50,0,0,15,55,0,0,25
NEP127,F000000001,40,79.5,0,0,30,72.95,0,0,45,44.9,0,0,45,45,0,0,45,30,0,0,45,29.45,0,0,45,45,0,0,45,0,0,0,30,0,0,0,40,0,0,0,50,0,0,55,55,0,0,65
NEA170,F000000001,55,50,0,0,65,30,0,0,50,14.85,0,0,50,15,0,0,50,0,0,0,50,0,0,0,50,0,0,0,50,0,0,0,60,0,0,0,55,0,0,0,75,0,0,30,85,0,0,39.95
NEA181,F000000001,50,73,0,0,60,36.85,0,0,25,22,0,0,25,-0.1,0,0,25,0,0,0,25,0,0,0,25,0,0,0,25,0,0,0,55,0,0,0,50,0,0,0,55,0,0,0,60,0,0,69
NES268,F000000001,0,42,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
A020,F000000001,750,1659,450,541,750,1641.5,450,415,730,952.9,400,328,730,1214.25,0,600,730,991,250,675,730,943,350,482,750,1036,350,770,750,0,450,1145,750,0,350,805,850,0,400,1233,850,0,450,1000,1000,0,550,1598
NEB002,F000000001,60,41,0,8,60,80.8,0,45,60,59.5,0,60,60,88,0,20,60,66,0,30,60,78,0,48,60,105,0,40,60,0,0,30,60,0,0,40,60,0,0,30,60,0,0,40,60,0,0,75.5
S356,F000000001,40,72,0,40,40,81,0,39.5,40,66.75,0,20,40,42.65,0,20,40,30,0,20,40,53,0,0,40,43,0,18,40,0,0,40,40,0,0,20,60,0,0,59.5,60,0,0,40,80,0,0,59
M160,F000000001,60,0,0,12,60,0,0,12,40,0,0,12,40,0,0,0,40,15,0,0,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,60,0,0,0,60,0,0,0,60,0,0,0
NES096,F000000001,40,15,0,12,40,0,0,0,40,0,0,12,40,0,0,0,40,0,0,0,40,0,0,10,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,15,40,0,0,0
A136,F000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A108,F000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M250,F000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NES202,F000000001,110,70,0,0,110,78.2,0,0,100,105,0,20,100,76,0,20,100,57,0,100,100,79,0,40,100,48,0,100,100,0,0,30,100,0,0,100,140,0,0,35,140,0,0,80,150,0,0,57
NEK067,F000000001,70,61.5,0,0,70,41,0,0,60,56,0,0,60,23,0,0,60,43,0,20,60,44,0,20,60,65,0,20,60,0,0,60,60,0,0,20,70,0,0,40,70,0,0,40,70,0,0,43
NET079,F000000001,50,0,0,0,50,0,0,0,40,0,0,0,40,0,0,0,40,0,0,40,40,0,0,80,40,0,0,40,40,0,0,60,40,0,0,0,50,0,0,20,50,0,0,20,50,0,0,71
NEJ053,F000000001,50,24,0,0,50,0,0,0,40,0,0,0,40,0,0,0,40,30,0,0,40,22,0,0,40,22,0,24,40,0,0,42,40,0,0,0,50,0,0,44,50,0,0,22,50,0,0,22
NEN086,F000000001,80,175,0,0,80,154.5,0,0,70,165.8,0,0,70,176.2,0,0,70,194.5,0,0,70,209.9,0,0,70,191.5,0,0,70,0,0,20,70,0,0,70,80,0,0,120,80,0,0,138,80,0,0,119
NEM023,F000000001,70,56,0,40,70,95,0,60,60,29.95,0,20,60,60,0,40,60,62,0,60,60,30,0,40,60,77,0,20,60,0,0,60,60,0,0,60,80,0,0,63,80,0,0,46,80,0,0,62
M104,F000000001,140,136,0,164,140,97,0,262,140,74,0,60,140,74,0,0,140,22,0,120,140,44,0,116,160,45,0,185,160,0,0,182,160,0,0,155,160,0,0,200,160,0,0,98,160,0,0,114
S283,F000000001,150,174,0,99,150,203.5,0,120,150,130.95,0,98,150,134,0,70,150,134,0,55,150,125,0,78,170,130,0,70,170,0,0,122,170,0,0,120,180,0,0,94,180,0,0,153,180,0,0,177
S348,F000000001,100,115,0,135,100,101.5,0,152,80,84.95,0,30,80,30,0,40,80,60,0,30,80,52,0,20,80,105,0,30,80,0,0,50,80,0,0,60,100,0,0,129.5,100,0,0,149.5,100,0,0,149
C100,F000000001,70,39,0,58,70,30,0,20,60,30,0,40,60,30,0,19,60,0,0,40,60,30,0,20,60,0,0,20,60,0,0,20,60,0,0,37.5,80,0,0,58,80,0,0,60,80,0,0,0
NED020,F000000001,50,17,0,18,50,31,0,19,40,36,0,38,40,-0.05,0,20,40,15,0,20,40,15,0,0,40,20,0,20,40,0,0,20,40,0,0,20,50,0,0,20,50,0,0,0,50,0,0,35
S240,F000000001,110,181,0,60,110,142.5,0,120,100,93,0,60,100,65,0,60,100,43,0,40,100,43,0,60,120,46,0,40,120,0,0,58,120,0,0,100,140,0,0,117,140,0,0,97,140,0,0,93
T068,F000000001,40,41,0,40,40,21,0,40,40,25,0,40,40,67,0,0,40,0,0,0,40,30,0,15,40,25,0,0,40,0,0,0,40,0,0,20,40,0,0,20,40,0,0,45,40,0,0,42
NET067,F000000001,90,204,0,60,90,176.5,0,20,80,56.65,0,58,80,120,0,0,80,65,0,80,80,95,0,95,80,90,0,70,80,0,0,100,80,0,0,80,100,0,0,90,100,0,0,120,100,0,0,165
NES199,F000000001,60,42,0,0,60,56,0,0,40,30,0,20,40,35,0,0,40,25,0,20,40,30,0,40,40,25,0,0,40,0,0,20,40,0,0,17.5,60,0,0,35,60,0,0,30,60,0,0,42
NEA162,F000000001,40,40,0,0,40,20,0,0,40,-1.15,0,0,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,20,40,0,0,40,60,0,0,50,60,0,0,30,60,0,0,50
NEI014,F000000001,130,121,0,0,130,149,0,0,120,80.7,0,0,120,76.8,0,0,120,64,0,0,120,63.95,0,0,140,100,0,0,140,0,0,47,140,0,0,83,150,0,0,100.5,150,0,0,96,150,0,0,157
NEL033,F000000001,140,107.5,0,0,140,71,0,0,130,65.95,0,0,130,44,0,0,130,55,0,0,130,47,0,0,130,71,0,0,130,0,0,40,130,0,0,64,140,0,0,68,140,0,0,63.5,160,0,0,102
NEA073,F000000001,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEA028,F000000001,80,76.5,0,78,80,44,0,79.5,60,40,0,40,60,40,0,60,60,40,0,60,60,30,0,45,60,60,0,80,60,0,0,60,60,0,0,80,80,0,0,80,80,0,0,57,100,0,0,100
NEA097,F000000001,40,0,0,20,40,0,0,35,40,0,0,0,40,0,0,15,40,0,0,20,40,0,0,0,40,0,0,0,40,0,0,15,40,0,0,40,40,0,0,40,40,0,0,40,60,0,0,40
NEA050,F000000001,40,40,0,14,40,20,0,40,40,0,0,20,40,0,0,0,40,0,0,20,40,0,0,20,40,0,0,0,40,0,0,30,40,0,0,20,40,0,0,20,40,0,0,40,40,0,0,40
NEA076,F000000001,60,0,0,21,60,0,0,40,40,20,0,20,40,20,0,0,40,20,0,35,40,20,0,35,40,0,0,0,40,0,0,20,40,0,0,40,60,0,0,40,60,0,0,40,60,0,0,20
NED018,F000000001,60,58,0,40,60,80,0,60,60,80,0,40,60,79.85,0,40,40,59.45,0,39.5,40,40,0,20,40,80,0,40,60,0,0,35,60,0,0,58,60,0,0,80,60,0,0,39.5,60,0,0,100
G072,F000000001,180,220,0,190,180,386,0,180,180,240,0,140,180,220,0,180,180,220,0,180,180,240,0,153,180,240,0,155,180,0,0,178,180,0,0,220,180,0,0,180,200,0,0,210,220,0,0,306
H068,F000000001,300,480,0,294,300,419.9,0,294,300,320,0,176,320,438.5,0,335,340,380,0,295.5,340,500,0,217,340,520,0,288,360,0,0,320,360,0,0,435,300,0,0,300,340,0,0,420,360,0,0,500
NEH031,F000000001,80,60,0,77.5,80,40,0,60,60,19.9,0,40,60,20,0,40,60,40,0,40,60,20,0,38,60,40,0,60,80,0,0,40,80,0,0,59,80,0,0,100,100,0,0,80,120,0,0,100
J139,F000000001,40,20,0,0,40,40,0,10,40,0,0,19.5,40,20,0,20,40,20,0,0,40,0,0,20,40,20,0,19.5,40,0,0,20,40,0,0,18,40,0,0,20,40,0,0,20,60,0,0,39.95
J082,F000000001,360,540,0,293,360,359.75,0,447,320,378.75,0,195.5,340,519.5,0,307,340,479.85,0,427,340,519.9,0,296,340,390,0,317,360,0,0,440,360,0,0,360,360,0,0,400,360,0,0,400,380,0,0,520
NEM099,F000000001,80,75,0,120,80,102,0,80,60,79.65,0,60,60,100,0,80,60,80,0,58,60,79.8,0,60,60,80,0,65,60,0,0,71,60,0,0,65,80,0,0,91,80,0,0,80,100,0,0,160
M325,F000000001,0,0,0,40,0,0,0,40,0,0,0,39.5,0,0,0,40,0,0,0,40,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEM008,F000000001,60,40,0,50,60,79.45,0,80,60,79.95,0,15,60,39.75,0,60,60,80,0,60,60,60,0,60,60,59.9,0,60,60,0,0,60,60,0,0,80,60,0,0,80,60,0,0,60,80,0,0,60
NEM025,F000000001,60,40,0,59.5,60,40,0,40,40,59.95,0,40,40,20,0,40,40,40,0,40,40,40,0,40,40,20,0,40,40,0,0,20,40,0,0,58,60,0,0,40,60,0,0,40,60,0,0,60
NEN050,F000000001,60,80,0,60,60,60,0,58,60,59.9,0,36,60,59.8,0,60,60,80,0,38,60,60,0,40,60,20,0,40,60,0,0,40,60,0,0,40,60,0,0,60,60,0,0,60,80,0,0,120
S078,F000000001,140,190.5,0,115,140,204,0,117,140,180,0,50,140,300,0,70,140,367,0,80,140,419,0,90,140,420,0,75,140,0,0,70,140,0,0,137,140,0,0,205,140,0,0,139.75,140,0,0,167.55
A162,F000000001,60,98,0,35.5,60,85,0,60,60,39.95,0,20,60,60,0,60,60,40,0,40,60,40,0,20,60,100,0,60,80,0,0,40,80,0,0,40,60,0,0,100,60,0,0,60,80,0,0,137.9
NEA059,F000000001,80,60,0,120,80,40,0,120,80,60,0,60,80,58.15,0,60,80,40,0,60,80,40,0,40,80,20,0,80,80,0,0,40,80,0,0,78,80,0,0,83,100,0,0,80,100,0,0,80
NEA027,F000000001,40,78,0,20,40,80,0,20,40,60,0,20,40,80,0,20,40,39.9,0,40,40,40,0,17,40,100,0,0,40,0,0,30,40,0,0,40,40,0,0,40,40,0,0,40,60,0,0,59
B014,F000000001,400,300,0,617.5,400,260,0,520,300,219.6,0,400,340,219.5,0,535,360,198.5,0,414,360,160,0,302,360,139.85,0,315,400,0,0,250,400,0,0,280,400,0,0,220,400,0,0,379.8,400,0,0,380
NEB018,F000000001,60,40,0,20,60,60,0,60,60,40,0,0,60,60,0,20,60,40,0,40,60,20,0,40,60,40,0,20,60,0,0,40,60,0,0,40,60,0,0,20,60,0,0,60,60,0,0,80
NEC024,F000000001,60,0,0,136,60,0,0,134.5,60,20,0,75,60,0,0,55,60,0,0,0,60,0,0,0,60,0,0,0,80,0,0,0,80,0,0,0,60,0,0,59,80,0,0,0,100,0,0,0
NED036,F000000001,40,40,0,55,40,20,0,20,40,40,0,20,40,0,0,0,40,0,0,35,40,0,0,0,40,0,0,0,60,0,0,30,60,0,0,35,40,0,0,20,40,0,0,40,60,0,0,20
M238,F000000001,80,100,0,77.5,80,120,0,114.5,80,59.8,0,80,80,39.7,0,60,60,20,0,20,60,60,0,60,80,40,0,100,80,0,0,65,80,0,0,60,80,0,0,60,80,0,0,80,100,0,0,72
NEP021,F000000001,60,60,0,57.5,60,40,0,50.5,60,20,0,37,60,20,0,70,60,50,0,54,60,20,0,0,60,20,0,0,60,0,0,35,60,0,0,40,60,0,0,40,80,0,0,40,80,0,0,41
P224,F000000001,60,60,0,20,60,59.9,0,40,60,39.85,0,0,60,80,0,40,60,20,0,20,60,60,0,20,60,20,0,15,60,0,0,40,60,0,0,60,60,0,0,60,60,0,0,59.95,60,0,0,79.95
R096,F000000001,160,160,0,134.5,160,180,0,180,140,115.85,0,83,140,140,0,120,140,100,0,42,140,80,0,100,140,140,0,120,160,0,0,100,160,0,0,155,160,0,0,160,180,0,0,180,180,0,0,254
R010,F000000001,40,0,0,40,40,20,0,20,40,20,0,0,60,0,0,0,60,0,0,0,60,0,0,0,60,0,0,10,60,0,0,20,60,0,0,20,40,0,0,40,60,0,0,40,60,0,0,20
S113,F000000001,40,40,0,20,40,40,0,40,40,20,0,20,40,20,0,40,40,20,0,20,40,39.95,0,20,40,39.8,0,20,40,0,0,20,40,0,0,20,40,0,0,20,40,0,0,60,60,0,0,40
S012,F000000001,60,20,0,80,60,0,0,60,60,-0.15,0,40,60,20,0,0,80,0,0,17,80,20,0,0,80,0,0,15,80,0,0,10,80,0,0,38,60,0,0,0,60,0,0,115,80,0,0,40
S329,F000000001,80,40,0,90,80,59.9,0,122.5,80,59.5,0,10,80,20,0,40,80,-0.45,0,20,80,0,0,52,80,60,0,29,80,0,0,100,80,0,0,58,80,0,0,60,80,0,0,70,80,0,0,80
S019,F000000001,40,40,0,20,40,40,0,20,40,40,0,20,40,20,0,20,40,20,0,40,40,40,0,20,40,40,0,40,40,0,0,20,40,0,0,40,40,0,0,40,40,0,0,20,40,0,0,40
NES132,F000000001,60,60,0,40,60,48,0,30,60,60,0,15,60,79.95,0,20,60,59.75,0,20,60,60,0,14,60,20,0,20,60,0,0,20,60,0,0,60,60,0,0,40,60,0,0,20,60,0,0,60
S344,F000000001,0,0,0,0,0,0,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S142,F000000001,0,0,0,20,0,0,0,40,0,0,0,40,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M400,F000000001,0,0,0,91,0,0,0,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEM088,F000000001,0,0,0,19.5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEA116,F000000001,0,0,0,60,0,0,0,60,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B245,F000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEG014,F000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
