Customer Code,Product Desc,April,April Achv.,April prev year,April prev year Achv.,May,May Achv.,May prev year,May prev year Achv.,June,June Achv.,June prev year,June prev year Achv.,July,July Achv.,July prev year,July prev year Achv.,August,August Achv.,August prev year,August prev year Achv.,September,September Achv.,September prev year,September prev year Achv.,October,October Achv new,October  prev year,October prev year Achv.,November,November Achv.,November  prev year,November prev year Achv.,December,December Achv.,December  prev year,December prev year Achv.,January,January Achv.,January  prev year,January prev year Achv.,February,February Achv.,February  prev year,February prev year Achv.,March,March Achv.,March prev year,March prev year Achv.
C011,F000000001,250,318,0,197,200,285,0,215,200,266.5,0,220,200,214.45,0,172.5,200,214.3,0,112.5,200,220,0,137,250,229.85,0,165,250,0,0,211.5,250,0,0,241,250,0,0,295,250,0,0,385,300,0,0,394.85
L035,F000000001,150,173.15,0,51.3,140,129.25,0,90.8,140,86.9,0,58,100,88.5,0,4.5,100,43.25,0,19.25,100,42.5,0,73.25,150,60.65,0,8.5,150,0,0,13.25,150,0,0,58.4,150,0,0,59.3,150,0,0,172.85,150,0,0,202.2
S220,F000000001,100,112.25,0,21.25,100,78.25,0,0,100,67,0,0,80,71.75,0,0,80,42.5,0,0,80,0,0,0,100,0,0,0,100,0,0,10,100,0,0,97,100,0,0,86.5,100,0,0,101,100,0,0,96.5
NEC017,F000000001,40,47,0,0,40,63,0,0,40,68.75,0,0,40,50,0,0,40,63,0,0,40,61.85,0,0,40,35,0,0,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,17,40,0,0,87.5
B086,F000000001,60,15,0,30.5,60,15,0,10,50,20,0,15,50,4.5,0,16.5,50,5,0,1.5,50,6.5,0,18.35,60,6.5,0,0,60,0,0,0,60,0,0,17.5,100,0,0,0,100,0,0,40,100,0,0,10
D080,F000000001,50,15,0,15,40,30,0,0,40,14.9,0,0,40,32,0,15,40,17.5,0,0,40,20.1,0,19,40,20,0,0,40,0,0,0,40,0,0,15,50,0,0,15,50,0,0,15,50,0,0,10
D011,F000000001,150,82,0,197.5,100,40,0,123.5,70,69.9,0,131,70,78.95,0,113.5,70,96.5,0,124,70,23.5,0,157.5,100,51.35,0,112.5,100,0,0,117,150,0,0,84.5,200,0,0,72,200,0,0,100.5,200,0,0,118
D012,F000000001,800,1089,850,1064.15,800,975,850,905.25,750,740,850,655.75,750,663,0,427.75,750,703,550,527,750,616.25,550,598.75,800,721.5,750,545,800,0,750,739,800,0,1000,1226.75,900,0,1000,1150,900,0,850,1305,900,0,1000,1497.5
D072,F000000001,60,0,0,13,60,13,0,0,60,13,0,28.5,60,19.95,0,13,60,-0.15,0,14,60,20,0,14,60,0,0,14,60,0,0,12,60,0,0,24,60,0,0,0,60,0,0,14,60,0,0,14
J026,F000000001,60,15,0,17.5,60,20,0,17.5,50,20,0,25,50,20,0,20,50,20,0,19,50,25,0,17.5,60,40,0,37,60,0,0,20,60,0,0,14,60,0,0,12,60,0,0,23.4,60,0,0,22.5
M070,F000000001,80,72.5,0,122.5,80,42,0,35,60,52.5,0,43,60,40,0,38,60,57.5,0,65,60,20,0,52,80,41.6,0,42.5,80,0,0,35,80,0,0,110,80,0,0,94.5,80,0,0,103,80,0,0,123.5
R039,F000000001,100,140,0,55,100,85,0,57.5,60,74.75,0,45,60,80,0,60,60,115,0,41,60,79.5,0,76,100,54,0,52.5,100,0,0,120.5,100,0,0,116,100,0,0,160,100,0,0,178,100,0,0,100
NER026,F000000001,80,20,0,40,60,40,0,35,50,-0.45,0,0,50,15,0,20,50,15,0,0,50,15,0,22,60,30,0,20,60,0,0,20,60,0,0,20,80,0,0,42,80,0,0,0,80,0,0,20
A054,F000000001,350,312.5,0,222,300,347,0,107.5,300,281.25,0,175,300,128.8,0,145,300,151.4,0,131,300,207.95,0,147.6,300,279.5,0,126,300,0,0,212,350,0,0,255,400,0,0,315,400,0,0,325,400,0,0,405
B101,F000000001,60,17,0,30,60,30,0,35,50,-0.05,0,13,50,35,0,20,50,20,0,25,50,35,0,15,60,0,0,0,60,0,0,15,60,0,0,15,100,0,0,35,100,0,0,45,100,0,0,35
NEP088,F000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NES073,F000000001,50,0,0,21.5,40,17,0,20,40,17,0,17,40,15,0,15,40,0,0,18,40,15,0,0,40,17,0,0,40,0,0,15,40,0,0,0,50,0,0,30,50,0,0,18,50,0,0,15
NES161,F000000001,40,20,0,35,40,15,0,0,40,20,0,20,40,12,0,0,40,5.5,0,15,40,8.5,0,20,40,5,0,0,40,0,0,0,40,0,0,0,40,0,0,15,40,0,0,0,40,0,0,15
NET032,F000000001,50,15,0,21,40,20,0,29,40,19.8,0,18,40,0,0,20,40,0,0,3,40,20,0,21.5,40,0,0,17.5,40,0,0,20,40,0,0,0,50,0,0,40,50,0,0,17.5,50,0,0,0
NER096,F000000001,80,54.5,0,0,50,35,0,20,40,37.35,0,35,40,33,0,30,40,37,0,15,40,15,0,37.5,60,37.5,0,30,60,0,0,32.5,60,0,0,55,100,0,0,37,100,0,0,45,100,0,0,39.95
NEB114,F000000001,80,34,0,0,60,17.5,0,0,50,54.5,0,0,50,0,0,0,50,45,0,0,50,40,0,1.5,50,28,0,35,50,0,0,35,50,0,0,38,80,0,0,55,80,0,0,57,80,0,0,21.8
NEL036,F000000001,50,0,0,0,50,20,0,0,50,-0.05,0,0,50,20,0,0,50,0,0,0,50,15,0,0,50,14.7,0,0,50,0,0,0,50,0,0,0,50,0,0,20,50,0,0,40,50,0,0,40
NEL015,F000000001,150,347.5,0,83,150,130,0,41.5,150,143.5,0,68,200,164.5,0,147.5,200,218.5,0,169,250,260,0,211,250,329.5,0,215,300,0,0,271,300,0,0,252.75,400,0,0,370.5,300,0,0,198.5,300,0,0,455.5
NEM064,F000000001,150,166.5,0,102,150,126,0,115.5,150,57,0,56.5,140,51,0,104,150,95,0,83,150,87,0,104,130,43,0,93.5,100,0,0,81,150,0,0,82.5,200,0,0,176.5,200,0,0,141,200,0,0,172.5
M111,F000000001,40,21,0,16,40,16,0,32,40,21,0,0,50,27,0,41,40,30.95,0,32,40,41.9,0,21,80,5,0,62.5,60,0,0,42,60,0,0,42,80,0,0,62.5,80,0,0,31,80,0,0,16
NEM058,F000000001,160,199,0,145.5,160,163.5,0,124,160,149.5,0,82.5,160,204.5,0,104,160,183,0,123,100,152,0,83.5,120,166,0,83,140,0,0,124.5,160,0,0,124.5,160,0,0,126,160,0,0,127,160,0,0,194
NEM065,F000000001,120,157,0,105,120,84,0,83.5,120,42,0,62.5,120,127,0,82.5,120,107,0,104.5,120,84,0,62.5,150,106,0,125.5,150,0,0,125,150,0,0,125.5,160,0,0,142,160,0,0,73.5,160,0,0,84
NER085,F000000001,60,121,0,52,60,74,0,50.5,60,64,0,41,60,104.85,0,41,60,75,0,41,60,106.95,0,42,60,69.5,0,42,120,0,0,100.5,100,0,0,75.5,130,0,0,97.5,130,0,0,58.5,130,0,0,105
NES054,F000000001,100,154.5,0,21,100,161,0,76,100,84,0,25.5,150,164.5,0,62,150,-0.1,0,62.5,150,0,0,68,120,32.5,0,87,180,0,0,144,200,0,0,176,300,0,0,263,250,0,0,182,250,0,0,190.5
A163,F000000001,100,47.5,0,44,100,67.25,0,44,100,51.5,0,12,100,59.5,0,28,100,65.5,0,56,70,95.5,0,30,70,55,0,19.5,100,0,0,74,100,0,0,76,100,0,0,83.5,100,0,0,30.5,100,0,0,78
A164,F000000001,1000,1100.75,0,1535.2,1000,997.25,0,1429.5,1000,662,0,732,1000,1173.35,0,762.25,800,1010.2,0,776.5,600,1135.5,0,407.25,800,1308.75,0,728.5,900,0,0,840.25,900,0,0,754.5,950,0,0,915,950,0,0,853.75,950,0,0,1049.5
B138,F000000001,250,348,0,114,250,276.5,0,107,250,97.5,0,102.75,250,254.5,0,93,250,209.7,0,153.5,280,246,0,87,190,255.5,0,112,210,0,0,177.5,350,0,0,216.25,350,0,0,329.5,350,0,0,250.25,350,0,0,387.5
D111,F000000001,100,49.5,0,61,100,44.5,0,55,100,12,0,16,100,48,0,6,60,30,0,23,80,60,0,19.65,80,60,0,44,50,0,0,27.5,100,0,0,33,60,0,0,33,60,0,0,27.5,60,0,0,49.5
NED054,F000000001,100,59,0,51,100,43,0,30,100,21,0,30.5,100,102.5,0,51,100,47,0,42,100,72,0,62,80,103.5,0,38,100,0,0,52.5,100,0,0,39.5,80,0,0,53,80,0,0,31,80,0,0,43
D110,F000000001,200,168,0,104,200,84,0,196.5,200,79,0,62.5,200,121,0,165.5,200,121,0,103.5,200,84,0,41,150,121,0,83,180,0,0,137.5,180,0,0,124.5,150,0,0,125.5,150,0,0,125.5,150,0,0,148
G015,F000000001,450,459,0,324,450,216,0,270.5,450,176,0,161.5,450,401.5,0,249.5,400,319,0,317.5,350,201,0,201.5,300,271,0,275,400,0,0,366,400,0,0,319.5,400,0,0,366.5,400,0,0,364,400,0,0,526
NEJ016,F000000001,100,102,0,60,100,64,0,41,100,61,0,0,100,60,0,5,100,53,0,31.5,100,73,0,50,100,82,0,31,80,0,0,50,80,0,0,40,100,0,0,78.5,100,0,0,30,100,0,0,108.5
J057,F000000001,350,384.25,0,256.5,350,305.95,0,302.5,350,224.5,0,212.5,350,415.75,0,219,250,325.95,0,153,350,423.5,0,129.75,250,325.5,0,152,280,0,0,253.5,350,0,0,309,230,0,0,196.5,270,0,0,231,270,0,0,340.25
L014,F000000001,60,31,0,51,60,16,0,10.5,60,10,0,0,60,21,0,32,60,24,0,28,60,62,0,30,60,70.5,0,24,30,0,0,6,60,0,0,26,60,0,0,32.5,60,0,0,21,60,0,0,10
M298,F000000001,150,106,0,92.5,150,74,0,93,150,85,0,44,150,108,0,104.5,150,76,0,76,150,118,0,74.5,140,174,0,105,150,0,0,113,150,0,0,136,170,0,0,146,170,0,0,113.5,170,0,0,189
M422,F000000001,40,21,0,0,40,32,0,20,40,21,0,0,40,10,0,10,40,21.9,0,10,40,6,0,20.5,40,43,0,0,40,0,0,16,40,0,0,10,40,0,0,15.5,40,0,0,26.5,40,0,0,10
M017,F000000001,150,157,0,73.5,150,98.5,0,73.5,150,58,0,38.5,150,124,0,37.75,100,150.5,0,42,150,168.25,0,24,120,222.5,0,56,140,0,0,109.5,200,0,0,168.5,130,0,0,93.5,130,0,0,84,130,0,0,191.5
M249,F000000001,250,163.75,0,176,250,120.5,0,129.5,250,52,0,115,250,121.5,0,129.5,250,102.5,0,117,250,109.5,0,120.5,200,140,0,107.5,180,0,0,127.5,200,0,0,118.5,130,0,0,97,130,0,0,107.5,130,0,0,132.45
M273,F000000001,300,261.25,0,217,300,210.5,0,236,300,156.25,0,150.3,300,200.25,0,127.75,300,254.8,0,194.5,270,257.5,0,161.75,200,263,0,101,280,0,0,218.25,220,0,0,176.75,250,0,0,217,250,0,0,204.25,250,0,0,260
NEM068,F000000001,120,48,0,112,120,42,0,63.5,120,19,0,53.5,120,60,0,66.5,120,25,0,47,120,12,0,38,100,19,0,34,80,0,0,52,80,0,0,41.5,70,0,0,38,70,0,0,40.5,70,0,0,34.5
NEM012,F000000001,100,84,0,61.5,100,29,0,10,100,21,0,0,50,32,0,16,100,21.5,0,32,100,11,0,32,100,65.5,0,41,80,0,0,44.75,80,0,0,50,80,0,0,63,80,0,0,41,80,0,0,83.85
M341,F000000001,60,41,0,20.5,60,37,0,21,60,32,0,9.5,60,21,0,0,80,49,0,52,60,67.45,0,10,60,80,0,0,80,0,0,41.5,80,0,0,42,80,0,0,63,80,0,0,28.5,80,0,0,84.5
R110,F000000001,60,0,0,46,60,0,0,20.5,60,0,0,20,120,0,0,102.5,80,0,0,57,60,0,0,42,60,0,0,0,60,0,0,0,60,0,0,0,60,0,0,0,60,0,0,0,60,0,0,0
R145,F000000001,100,80,0,38.5,100,92.5,0,38,100,42,0,32.5,100,55.5,0,47.4,100,53,0,75,100,93.5,0,60,100,43.5,0,40,120,0,0,105.5,80,0,0,40,80,0,0,62.5,80,0,0,0,80,0,0,54
R117,F000000001,400,242.95,0,359.5,400,149,0,132,400,92,0,74,340,199,0,104.5,360,214.5,0,166,400,168,0,88,200,164.75,0,80.5,310,0,0,294,250,0,0,195,380,0,0,353,380,0,0,217,380,0,0,363.9
T059,F000000001,200,295,0,139,200,238.65,0,108.4,200,178.1,0,50,200,236.5,0,94,200,250.7,0,167.5,200,244.25,0,158,200,242,0,179.5,260,0,0,236,300,0,0,261.25,280,0,0,246,280,0,0,234.55,280,0,0,321.25
NES185,F000000001,70,130.5,0,64,70,79.5,0,68,70,35,0,35,70,63.4,0,48,70,96.5,0,46,70,113.25,0,32.5,70,187.5,0,46,70,0,0,42,100,0,0,73.25,100,0,0,52,100,0,0,39.5,100,0,0,192
NED082,F000000001,60,83.25,0,0,60,69,0,0,60,70,0,0,60,47.5,0,20,60,60,0,41,60,94.5,0,21,60,85.5,0,32,60,0,0,36,100,0,0,70,100,0,0,54,100,0,0,78,100,0,0,87.45
NEA137,F000000001,40,63,0,0,40,8,0,0,40,10.5,0,0,40,7.5,0,20.5,40,14,0,17.5,40,28,0,12.5,40,9,0,9,30,0,0,6.5,40,0,0,15,40,0,0,19,40,0,0,5,40,0,0,30.5
NEN075,F000000001,150,194.5,0,0,150,177.5,0,0,150,55.5,0,0,150,206.65,0,39.7,180,154.2,0,154,150,228.5,0,128,150,220,0,118,160,0,0,138.05,230,0,0,126.25,150,0,0,110,150,0,0,117.5,150,0,0,161.5
NEG059,F000000001,40,10,0,0,40,21,0,0,40,5,0,0,40,21,0,0,40,21,0,11,40,20,0,11,40,11,0,11,40,0,0,0,40,0,0,0,40,0,0,10,40,0,0,11,40,0,0,5
NED089,F000000001,50,84,0,0,50,42,0,0,50,42,0,0,50,104.5,0,0,50,43,0,0,50,83.95,0,0,50,63,0,42,60,0,0,41.5,80,0,0,62.5,80,0,0,68,80,0,0,62.5,80,0,0,62.95
NEG069,F000000001,60,10,0,0,60,52,0,0,60,0,0,0,60,16,0,0,60,29.5,0,0,60,29.25,0,0,60,11.5,0,0,60,0,0,0,80,0,0,25.75,80,0,0,43.5,80,0,0,16,80,0,0,43.1
NEJ059,F000000001,60,57,0,0,60,52.5,0,0,60,20,0,0,60,0,0,0,60,6.25,0,0,60,8,0,0,50,8,0,0,50,0,0,0,80,0,0,0,80,0,0,25.75,150,0,0,90,150,0,0,110.5
NED100,F000000001,150,67,0,0,150,74,0,0,150,49.5,0,0,100,107.5,0,0,120,119,0,0,100,91.5,0,0,150,132,0,0,120,0,0,0,70,0,0,0,70,0,0,15,90,0,0,64.5,90,0,0,87.5
NER126,F000000001,50,93,0,0,50,55,0,0,50,43.5,0,0,50,81.5,0,0,40,114.5,0,0,50,118,0,0,50,119.5,0,0,40,0,0,0,60,0,0,0,60,0,0,0,80,0,0,51,80,0,0,76
NEB132,F000000001,100,203.5,0,0,100,148.5,0,0,100,76.5,0,0,100,213.75,0,0,100,201,0,0,60,203.5,0,0,70,218.5,0,0,60,0,0,0,80,0,0,0,80,0,0,0,80,0,0,70,80,0,0,197.5
NES259,F000000001,50,25.75,0,0,50,16.5,0,0,50,15,0,0,50,22.5,0,0,50,26,0,0,50,18,0,0,50,25,0,0,40,0,0,0,60,0,0,0,60,0,0,0,60,0,0,22,60,0,0,31
NEN043,F000000001,60,84.5,0,0,60,42,0,40,60,32.5,0,20,60,70.5,0,20,60,66,0,40.5,60,46,0,15,60,42,0,21,60,0,0,21,60,0,0,41,60,0,0,41,100,0,0,42,90,0,0,81
A165,F000000001,90,131,0,20,170,97,0,40,80,67,0,10,100,100,0,40,80,93,0,22,60,70,0,10,60,158,0,50,100,0,0,66,130,0,0,59,130,0,0,91,110,0,0,58,145,0,0,136
A030,F000000001,750,1012.5,0,468.75,750,644.25,0,554,750,451.25,0,277,670,440.75,0,360.55,650,504.75,0,322.3,650,681.5,0,309.5,540,797.5,0,374,600,0,0,409.5,800,0,0,496.5,800,0,0,700,780,0,0,561,1030,0,0,1025.25
NEB053,F000000001,40,0,0,0,40,0,0,10,40,0,0,0,40,0,0,10,40,0,0,0,40,0,0,0,40,0,0,4.55,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,20,0,0,0
NEG016,F000000001,120,62.5,0,99,100,20,0,61,100,15.8,0,41,100,27,0,40,100,24.5,0,40.5,100,28,0,51.5,60,34,0,21.5,80,0,0,37.5,100,0,0,41,100,0,0,42,100,0,0,42.5,70,0,0,59.5
J075,F000000001,0,0,0,10,0,0,0,40,0,0,0,10,0,0,0,10,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
J024,F000000001,130,117.5,0,105.5,100,97.5,0,36.25,150,110,0,60,120,140,0,40,100,70,0,40,100,110,0,45,60,105,0,20,60,0,0,30,110,0,0,50,150,0,0,110,130,0,0,50,150,0,0,134.65
NEJ027,F000000001,40,26,0,10,60,33.75,0,50,60,25.5,0,6,60,25,0,0,60,38.5,0,20,80,3.5,0,0,60,19,0,20,60,0,0,34.5,60,0,0,29.5,80,0,0,37.5,60,0,0,22.5,50,0,0,33.5
J076,F000000001,60,37,0,39,60,13.25,0,48,60,25.5,0,25,60,21,0,10,80,35.5,0,41.5,80,43,0,0,60,15,0,25,40,0,0,16.5,60,0,0,26,80,0,0,42.5,60,0,0,22,40,0,0,32
K137,F000000001,130,96,0,61.5,120,42,0,81.5,150,51,0,62,150,84.5,0,104.5,80,63,0,53,80,70,0,41.5,100,135.35,0,73,110,0,0,73,160,0,0,113.5,130,0,0,57,150,0,0,84,85,0,0,73
K136,F000000001,100,40,0,50,60,31,0,20,60,27,0,10,60,30,0,20,40,20,0,20,60,40,0,10,40,35,0,20,80,0,0,41,60,0,0,20,60,0,0,20,70,0,0,30,40,0,0,30
NEN005,F000000001,100,60.05,0,50,100,52,0,51.5,90,61,0,8,100,70.75,0,61.5,80,81,0,50,80,81.5,0,0,80,93,0,50.5,80,0,0,49.5,100,0,0,52,120,0,0,82.5,120,0,0,42.5,90,0,0,85.9
P174,F000000001,140,142,0,89.5,130,79.5,0,72,110,69,0,27.5,120,66.5,0,33.5,120,113,0,74.5,80,40,0,18,60,153.5,0,15.5,80,0,0,44.5,150,0,0,47.5,150,0,0,56,110,0,0,52.5,170,0,0,167.5
P035,F000000001,90,80,0,20,120,112.5,0,40,120,60,0,20,50,80,0,20,70,160,0,30,70,142.5,0,30,70,90,0,50,90,0,0,60,120,0,0,60,100,0,0,40,150,0,0,80,90,0,0,87.5
R144,F000000001,150,131.5,0,117.5,150,70.5,0,92.5,150,60,0,70,140,90,0,105,120,78,0,60,100,75.5,0,37.5,110,76,0,90,170,0,0,129.5,150,0,0,75,150,0,0,77.25,150,0,0,86,120,0,0,115
R108,F000000001,270,167,0,145,270,130,0,227.5,270,59.5,0,104.8,200,130,0,100.5,200,200,0,96,180,170,0,90,150,186.5,0,70.5,140,0,0,109.5,310,0,0,275,300,0,0,262,380,0,0,325,320,0,0,312.5
R102,F000000001,60,0,0,30,60,0,0,20,60,0,0,0,40,0,0,0,40,0,0,2.5,40,0,0,2.5,40,0,0,0,40,0,0,10,40,0,0,0,40,0,0,0,40,0,0,2.5,30,0,0,10
NES043,F000000001,60,0,0,30,60,0,0,0,60,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,40,0,0,0,30,0,0,0
S451,F000000001,30,0,0,10.5,30,10,0,0,30,0,0,0,30,4.5,0,0,30,0,0,0,30,12,0,0,30,8,0,0,30,0,0,0,30,0,0,0,30,0,0,10,30,0,0,10,30,0,0,10
T072,F000000001,240,227.5,0,155,220,160.5,0,150,220,60,0,107,150,116,0,100,200,100,0,87,200,187.5,0,90,130,313.75,0,53.5,170,0,0,123.5,220,0,0,148.5,270,0,0,232.5,220,0,0,93.5,260,0,0,249
NET070,F000000001,200,228.45,0,0,200,143,0,40,200,131.95,0,91,120,100,0,81.5,120,148,0,84,220,87,0,135,140,218.5,0,124.5,160,0,0,147.5,200,0,0,115,200,0,0,163,200,0,0,158.5,200,0,0,198
NEC050,F000000001,220,230.45,0,0,220,183,0,0,200,141.5,0,0,110,146.5,0,0,120,127.35,0,0,80,164.7,0,30,100,120,0,69,200,0,0,193.5,140,0,0,63,240,0,0,217,230,0,0,189,280,0,0,270
NER032,F000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NES020,F000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEA030,F000000001,60,62.5,0,21,40,21,0,20,70,42,0,21,60,63,0,41.5,60,63,0,41.5,40,21,0,16,90,43,0,63,90,0,0,62.5,80,0,0,48.5,85,0,0,62.5,60,0,0,42,60,0,0,58
NEJ002,F000000001,100,79,0,72.5,160,63,0,138.5,130,21,0,72.5,170,57.75,0,141.5,80,-0.4,0,57,120,0,0,84,90,0,0,63,140,0,0,99.5,120,0,0,78.5,150,0,0,121,120,0,0,104.5,100,0,0,84
K158,F000000001,40,40.5,0,32,30,20.5,0,16,50,0,0,15,60,21,0,32,40,0,0,16,40,21,0,15.5,40,16.5,0,15.5,40,0,0,15.5,40,0,0,16,60,0,0,31.5,40,0,0,21,40,0,0,21
NEM069,F000000001,40,17,0,27,50,9,0,31.5,40,16,0,10,40,19,0,17,50,9,0,24,40,8.5,0,20,40,9,0,15,60,0,0,39,40,0,0,16.5,40,0,0,20,30,0,0,16.5,40,0,0,15.5
NEM070,F000000001,80,84,0,41,100,42,0,81.5,80,62.5,0,51.5,80,79,0,62.5,80,61.6,0,58,60,42,0,20.5,80,21,0,63,60,0,0,42,80,0,0,62,80,0,0,59,90,0,0,79,80,0,0,84.5
P152,F000000001,70,62.5,0,39,80,63,0,56.5,90,63,0,53,80,69,0,46.5,90,84,0,63,60,168,0,20.5,80,63,0,57,60,0,0,40.5,100,0,0,58,80,0,0,58,100,0,0,84,70,0,0,104.9
NER060,F000000001,250,141.3,0,144,240,79,0,207.5,160,42,0,63,90,104.5,0,63,100,84,0,82,100,104,0,62,80,103,0,62.5,130,0,0,104,100,0,0,62,100,0,0,83.5,120,0,0,105,250,0,0,147
S277,F000000001,40,21,0,0,40,21,0,0,40,0,0,10.5,40,0,0,16,60,0,0,36.5,60,0,0,21,60,0,0,37,60,0,0,42,40,0,0,16,80,0,0,53,50,0,0,37,40,0,0,42
NEA045,F000000001,550,564.5,0,416,500,515,0,426,450,493.5,0,196.5,470,548,0,419,400,540.5,0,353,350,554.5,0,257.5,400,616.65,0,332,500,0,0,401.5,560,0,0,451,550,0,0,493,650,0,0,632,550,0,0,699.5
NEA062,F000000001,40,23,0,5,40,12,0,23.5,60,5,0,6,40,19,0,11,40,0,0,12,40,0,0,12,40,0,0,13,40,0,0,12,40,0,0,5,40,0,0,11,30,0,0,13,40,0,0,28
A022,F000000001,220,305,0,139,250,153.5,0,220.5,170,202,0,116.5,150,207,0,112,160,204.5,0,132,130,164.5,0,86,120,160.1,0,90.5,200,0,0,147.5,200,0,0,165.5,250,0,0,225,280,0,0,264,220,0,0,309.5
A127,F000000001,40,35.5,0,10,40,8,0,22,50,9,0,6,40,25,0,7.5,40,14.5,0,15.5,40,25,0,28,50,16,0,26,30,0,0,7,40,0,0,18,40,0,0,19.5,30,0,0,12,40,0,0,24.5
A077,F000000001,180,105,0,98.5,180,104.5,0,146,160,126,0,108.5,200,143.5,0,165,90,125.8,0,63,100,105.5,0,79,100,147,0,63,220,0,0,182.5,150,0,0,126,150,0,0,125,170,0,0,146.5,180,0,0,146.5
NEB001,F000000001,80,65,0,0,40,5,0,0,40,21,0,0,40,61,0,0,50,42,0,16,40,21,0,5,30,16.5,0,0,40,0,0,15,40,0,0,5,40,0,0,0,40,0,0,0,80,0,0,62.95
NED004,F000000001,120,80.5,0,64,60,72.5,0,43,60,90.5,0,10,70,60,0,42,50,55,0,31,60,65,0,24.5,60,33.5,0,29.5,60,0,0,37,70,0,0,41,90,0,0,68.5,70,0,0,58.5,120,0,0,52.5
D091,F000000001,200,64,0,151.5,260,32.5,0,235.5,150,38,0,102,180,75,0,146,100,71,0,81,120,21,0,51.5,130,42,0,101.5,100,0,0,60,200,0,0,99.5,110,0,0,79.5,60,0,0,46,200,0,0,172
NEG009,F000000001,70,65.5,0,40,40,27.5,0,25,50,50.5,0,0,60,37,0,32,80,13,0,60.5,80,52.5,0,28.5,40,18,0,0,60,0,0,44.5,60,0,0,26,50,0,0,37,40,0,0,25,70,0,0,47
H053,F000000001,80,63,0,48,80,16,0,74,70,27,0,4.5,100,32,0,67.5,70,35.15,0,41,70,35.65,0,52,65,36,0,39,80,0,0,48,80,0,0,45.5,60,0,0,37,60,0,0,45.5,80,0,0,47.5
K014,F000000001,60,52,0,31,80,54,0,71.5,40,49,0,10,70,66,0,0,40,28,0,0,40,38.5,0,21,60,35,0,31,70,0,0,56.5,70,0,0,24.5,75,0,0,59,80,0,0,70,60,0,0,66
M200,F000000001,120,162,0,62,130,105,0,122.5,150,84,0,42,130,127,0,82.5,80,99.95,0,42,90,63,0,21,90,84.5,0,63,130,0,0,120,120,0,0,63,150,0,0,120.5,190,0,0,169,120,0,0,224.5
M151,F000000001,0,0,0,16,0,0,0,31,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER044,F000000001,60,0,0,46.5,20,0,0,0,80,20.5,0,0,40,5,0,10,50,41.5,0,37,50,20.5,0,0,45,7,0,21,40,0,0,0,40,0,0,0,40,0,0,0,50,0,0,32,60,0,0,16
R014,F000000001,120,62,0,98.5,120,37,0,103,100,21,0,32,130,79,0,73,120,57,0,95,100,42.5,0,41.5,80,42,0,48,100,0,0,53,80,0,0,37,130,0,0,79,120,0,0,97,120,0,0,74.5
S373,F000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
NES140,F000000001,0,0,0,21,0,0,0,35,0,0,0,20.5,0,0,0,41.5,0,0,0,16,0,0,0,0,0,0,0,58,0,0,0,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
S392,F000000001,80,21,0,49.5,70,0,0,52,100,21,0,37,70,37,0,21,70,0,0,32,90,0,0,20.5,50,21,0,21,80,0,0,42,100,0,0,63,70,0,0,52,60,0,0,42,80,0,0,52.5
NES058,F000000001,40,38.5,0,21,40,17,0,10,60,24,0,10,60,8.5,0,30.5,40,29,0,26.5,50,15,0,12,40,30.5,0,23,30,0,0,15.5,50,0,0,19,40,0,0,21,60,0,0,39,40,0,0,23.5
T033,F000000001,80,84,0,41,140,84,0,124,80,63,0,21,120,63,0,82.5,60,42,0,42,80,42,0,63,90,63.5,0,62.5,100,0,0,83.5,100,0,0,42,80,0,0,62.5,90,0,0,63.5,80,0,0,85
U015,F000000001,60,62.5,0,21,60,16,0,42,60,42,0,0,50,42,0,21,50,42,0,21,50,63,0,21,50,84,0,21,70,0,0,42,50,0,0,21,50,0,0,21,40,0,0,21,60,0,0,84
NEA147,F000000001,50,60.5,0,0,40,50,0,0,60,56,0,0,40,44,0,0,40,40,0,0,40,26,0,22,40,32,0,16,70,0,0,44,60,0,0,34,80,0,0,55,55,0,0,37,50,0,0,81
